frame_index,stamp_sec
0,1782599827.3914773
1,1782599827.4254725
2,1782599827.459067
3,1782599827.4924104
4,1782599827.5248036
5,1782599827.5687087
6,1782599827.6341128
7,1782599827.6701593
8,1782599827.725853
9,1782599827.7586439
10,1782599827.7927318
11,1782599827.82494
12,1782599827.8585281
13,1782599827.8923876
14,1782599827.9331903
15,1782599827.9924202
16,1782599828.0257561
17,1782599828.0585823
18,1782599828.0929515
19,1782599828.1247008
20,1782599828.1600773
21,1782599828.1924164
22,1782599828.2262344
23,1782599828.2592425
24,1782599828.2921543
25,1782599828.3247786
26,1782599828.3596141
27,1782599828.3912416
28,1782599828.425375
29,1782599828.462924
30,1782599828.4928057
31,1782599828.5251296
32,1782599828.5582995
33,1782599828.5923445
34,1782599828.625746
35,1782599828.6670723
36,1782599828.724633
37,1782599828.7584374
38,1782599828.7928405
39,1782599828.8253593
40,1782599828.8587894
41,1782599828.8922937
42,1782599828.9322217
43,1782599828.9920506
44,1782599829.0315464
45,1782599829.0589814
46,1782599829.0914135
47,1782599829.1263616
48,1782599829.1592014
49,1782599829.2008483
50,1782599829.2586682
51,1782599829.2930086
52,1782599829.3257246
53,1782599829.3590293
54,1782599829.3926473
55,1782599829.4251904
56,1782599829.4583929
57,1782599829.4928803
58,1782599829.5247965
59,1782599829.560146
60,1782599829.5914223
61,1782599829.6249924
62,1782599829.6583405
63,1782599829.6924002
64,1782599829.7247148
65,1782599829.7585187
66,1782599829.792255
67,1782599829.8253593
68,1782599829.8584497
69,1782599829.892941
70,1782599829.9301126
71,1782599829.9593227
72,1782599829.9915197
73,1782599830.0251472
74,1782599830.0591311
75,1782599830.0927432
76,1782599830.1250377
77,1782599830.1593046
78,1782599830.1929574
79,1782599830.2251155
80,1782599830.2591379
81,1782599830.2929306
82,1782599830.3247213
83,1782599830.3590577
84,1782599830.3929796
85,1782599830.4255419
86,1782599830.4589937
87,1782599830.492827
88,1782599830.5244098
89,1782599830.558997
90,1782599830.5912564
91,1782599830.625188
92,1782599830.6581285
93,1782599830.6920705
94,1782599830.7250376
95,1782599830.7588053
96,1782599830.7915947
97,1782599830.8332493
98,1782599830.9032717
99,1782599830.9596767
100,1782599830.9954967
101,1782599831.0253155
102,1782599831.0595856
103,1782599831.0914717
104,1782599831.126148
105,1782599831.1593516
106,1782599831.1919937
107,1782599831.2300165
108,1782599831.2581983
109,1782599831.2915213
110,1782599831.3253984
111,1782599831.3614354
112,1782599831.3924458
113,1782599831.425923
114,1782599831.4602206
115,1782599831.49188
116,1782599831.5235615
117,1782599831.5563555
118,1782599831.5902457
119,1782599831.6234016
