frame_index,stamp_sec
0,1784750127.783127
1,1784750127.8487642
2,1784750127.958088
3,1784750128.0072486
4,1784750128.0359018
5,1784750128.0655332
6,1784750128.0951092
7,1784750128.1248565
8,1784750128.153066
9,1784750128.182554
10,1784750128.2114155
11,1784750128.2392492
12,1784750128.2852063
13,1784750128.3149076
14,1784750128.3483567
15,1784750128.3840907
16,1784750128.4776325
17,1784750128.5851097
18,1784750128.6965532
19,1784750128.8016992
20,1784750128.921978
21,1784750129.0437555
22,1784750129.1039963
23,1784750129.1440206
24,1784750129.215542
25,1784750129.2838626
26,1784750129.4054415
27,1784750129.5195725
28,1784750129.6280496
29,1784750129.7360506
30,1784750129.844867
31,1784750129.958812
32,1784750130.07039
33,1784750130.1818743
34,1784750130.29654
35,1784750130.4049852
36,1784750130.5107405
37,1784750130.63184
38,1784750130.7386024
39,1784750130.8227637
40,1784750130.8650873
41,1784750130.8978124
42,1784750130.9289765
43,1784750130.9606662
44,1784750130.990147
45,1784750131.0209749
46,1784750131.051494
47,1784750131.0813296
48,1784750131.112585
49,1784750131.1644573
50,1784750131.2278006
51,1784750131.2601535
52,1784750131.2927768
53,1784750131.3246636
54,1784750131.3766408
55,1784750131.4117963
56,1784750131.4418714
57,1784750131.4906895
58,1784750131.519372
59,1784750131.550429
60,1784750131.6009722
61,1784750131.7179077
62,1784750131.8246608
63,1784750131.9057055
64,1784750131.9366717
65,1784750131.9654787
66,1784750131.9936733
67,1784750132.0235062
68,1784750132.051268
69,1784750132.0782907
70,1784750132.1262748
71,1784750132.1529963
72,1784750132.1889412
73,1784750132.2491724
74,1784750132.2947793
75,1784750132.3230748
76,1784750132.3509781
77,1784750132.3793097
78,1784750132.4254954
79,1784750132.4878833
80,1784750132.548684
81,1784750132.5922763
82,1784750132.6201568
83,1784750132.6477597
84,1784750132.6933765
85,1784750132.7206278
86,1784750132.7584436
87,1784750132.8139546
88,1784750132.8535297
89,1784750132.8829575
90,1784750132.9126525
91,1784750132.9582853
92,1784750132.9853945
93,1784750133.0212572
94,1784750133.0519705
95,1784750133.1188033
96,1784750133.1692283
97,1784750133.1989143
98,1784750133.2279744
99,1784750133.2553475
100,1784750133.2840183
101,1784750133.3317745
102,1784750133.361857
103,1784750133.4012496
104,1784750133.4543574
105,1784750133.4859679
106,1784750133.517706
107,1784750133.5489376
108,1784750133.5827725
109,1784750133.6252801
110,1784750133.658119
111,1784750133.7102306
112,1784750133.751356
113,1784750133.7828853
114,1784750133.81421
115,1784750133.86055
116,1784750133.9219036
117,1784750133.9500358
118,1784750134.006259
119,1784750134.0380547
120,1784750134.0833821
121,1784750134.1144967
122,1784750134.1483274
123,1784750134.1903713
124,1784750134.2250454
125,1784750134.2537038
126,1784750134.291901
127,1784750134.3522766
128,1784750134.379593
129,1784750134.4397073
130,1784750134.5151222
131,1784750134.6116781
132,1784750134.7013376
133,1784750134.8005145
134,1784750134.891254
135,1784750134.9933753
136,1784750135.100767
137,1784750135.2071059
138,1784750135.3137398
139,1784750135.4145446
140,1784750135.4557016
141,1784750135.4848325
142,1784750135.5129468
143,1784750135.5412188
144,1784750135.568441
145,1784750135.595498
146,1784750135.6235702
147,1784750135.6853418
148,1784750135.7811952
149,1784750135.8831432
150,1784750135.9930043
151,1784750136.0940316
152,1784750136.2003882
153,1784750136.3043008
154,1784750136.4106264
155,1784750136.513876
156,1784750136.569765
157,1784750136.5993745
158,1784750136.6277812
159,1784750136.6568422
160,1784750136.6851425
