ux,uy,uz,theta_x,theta_y,theta_z
1.026441250629135589e-04,1.491279590211364134e-04,-2.433159664092182997e-05,3.142444285999606689e-03,-3.320777926138410554e-04,2.368313030283657021e-03
1.491279590211364134e-04,3.038653065817152176e-03,2.136683255503358291e-05,-1.785243871142271066e-02,1.278718568817732964e-04,8.268386435527737971e-03
-2.433159664092182997e-05,2.136683255503358291e-05,1.752633311059154098e-03,-1.170568160882479343e-02,-2.588733587035756990e-03,7.873102476229792458e-04
3.142444285999606689e-03,-1.785243871142271066e-02,-1.170568160882479343e-02,2.228170359538698797e+00,-1.811071498947409292e-02,2.912739660396882271e-02
-3.320777926138410554e-04,1.278718568817732964e-04,-2.588733587035756990e-03,-1.811071498947409292e-02,6.887749172781935936e-02,5.178412264789243775e-03
2.368313030283657021e-03,8.268386435527737971e-03,7.873102476229792458e-04,2.912739660396882271e-02,5.178412264789243775e-03,8.158835008033704650e-02
