stamp_sec,state,message,requested_mode,tag_id,tag_margin,tag_x_camera_m,tag_y_camera_m,tag_z_camera_m,tag_range_m,tag_bearing_rad,tag_rel_x_m,tag_rel_y_m,tag_rel_z_m,odom_x,odom_y,odom_yaw,odom_rel_x,odom_rel_y,odom_rel_yaw,imu_x,imu_y,imu_z,imu_w,cmd_heading,cmd_lateral,cmd_turning,range_error_m,lateral_error_m,yaw_error_rad,target_reached
1782598891.0709636,TRACKING,Tracking AprilTag,Walk,4,75.21392822265625,-0.7400574415638687,-0.06871440162644613,2.086724163121103,2.2151353048422138,-0.340811642504839,0.0025059332520471767,0.0005034598121677475,-0.007219350140396319,-0.06758014836138063,0.9646255319036469,-0.7084744651050194,6.613943692362645e-07,5.233409657476199e-06,-1.657913812969092e-05,-0.01422109082845798,0.7075145273969309,-0.005004847416023838,0.7065379718035604,0.18,0.12,0.16,1.586724163121103,-0.7400574415638687,-0.340811642504839,False
1782598891.1209702,TRACKING,Tracking AprilTag,Walk,4,75.49651336669922,-0.7400840771479892,-0.06873488610743433,2.0865664154527317,2.2149962374486,-0.3408467976904484,0.00247929766792665,0.0004829753311795387,-0.007377097808767719,-0.06759059479688888,0.9646260552186181,-0.7084646449077364,-7.6117773731780655e-06,-1.1663171107311785e-06,-6.758940846673944e-06,-0.01422109082845798,0.7075145273969309,-0.005004847416023838,0.7065379718035604,0.18,0.12,0.16,1.5865664154527317,-0.7400840771479892,-0.3408467976904484,False
1782598891.1709597,TRACKING,Tracking AprilTag,Walk,4,75.7774887084961,-0.7399108895352277,-0.06873127348736481,2.0861386020131945,2.2145352512925984,-0.3408376659937799,0.002652485280688177,0.0004865879512490623,-0.007804911248304958,-0.06760647167316816,0.9646282809897473,-0.7084480473485464,-2.1116368266567176e-05,-9.806645941821055e-06,9.83861834336075e-06,-0.01422109082845798,0.7075145273969309,-0.005004847416023838,0.7065379718035604,0.18,0.12,0.16,1.5861386020131945,-0.7399108895352277,-0.3408376659937799,False
1782598891.2209458,TRACKING,Tracking AprilTag,Walk,4,75.354248046875,-0.7399306953197732,-0.06867642892597549,2.0863613059191963,2.2147499598381937,-0.3408124689717396,0.0026326794961426536,0.0005414325126383845,-0.007582207342303082,-0.06762137951940059,0.9646255984544146,-0.7084705674247952,-3.069145457928504e-05,-2.1543664183458812e-05,-1.2681457905450166e-05,-0.01422109082845798,0.7075145273969309,-0.005004847416023838,0.7065379718035604,0.18,0.12,0.16,1.5863613059191963,-0.7399306953197732,-0.3408124689717396,False
1782598891.2710483,TRACKING,Tracking AprilTag,Walk,4,75.15428924560547,-0.7401088445279421,-0.06868569185490578,2.086777225962501,2.215201574757887,-0.3408255125105458,0.0024545302879737108,0.0005321695837080948,-0.007166287298998597,-0.06761890093648193,0.96463065630586,-0.7084618128927213,-3.210026195123992e-05,-1.6090179396971135e-05,-3.9269258315099975e-06,-0.014221091623112182,0.7074535322038339,-0.005004847695687549,0.7065990460118872,0.18,0.12,0.16,1.5867772259625008,-0.7401088445279421,-0.3408255125105458,False
1782598891.3209567,TRACKING,Tracking AprilTag,Walk,4,75.54049682617188,-0.7399179256288206,-0.06856233976204648,2.0864067541764446,2.2147849726268216,-0.3408001700393647,0.0026454491870951946,0.0006555216765673916,-0.0075367590850548005,-0.0674109896798513,0.9647034485609374,-0.7080970367418965,7.841724929411492e-05,0.00017446606621337454,0.0003608492249932427,-0.014282734222669357,0.7074836426280364,-0.004944023384770162,0.7065680827419678,0.18,0.12,0.16,1.5864067541764446,-0.7399179256288206,-0.3408001700393647,False
1782598891.3710718,TRACKING,Tracking AprilTag,Walk,4,75.70057678222656,-0.7427409121237608,-0.06831372937300195,2.0966285694750506,2.225349902038392,-0.34046032224780753,-0.00017753730784497712,0.0009041320656119206,0.0026850562135511957,-0.06633262072402177,0.9649055813865823,-0.7053766141844913,0.0007657737044321328,0.0010296142333050197,0.003081271782398476,-0.015136451700319036,0.7075070488310414,-0.004394453719447462,0.7065305035600531,0.18,0.12,0.16,1.5966285694750506,-0.7427409121237608,-0.34046032224780753,False
1782598891.4209547,TRACKING,Tracking AprilTag,Walk,4,75.6202621459961,-0.733927955950373,-0.06315335260510481,2.1002250749735327,2.225664834609726,-0.33618658372956745,0.008635418865542865,0.0060645088335090636,0.006281561712033312,-0.06412803501233331,0.9648201099534299,-0.698814494059226,0.0024954746688824777,0.002399153608294128,0.009643391907663723,-0.01769999084117052,0.7071451513303506,-0.0031127570099989538,0.7068399790744684,0.18,0.12,0.16,1.6002250749735327,-0.733927955950373,-0.33618658372956745,False
1782598891.4709642,TRACKING,Tracking AprilTag,Walk,4,76.60127258300781,-0.7219892859137429,-0.06009522705349444,2.1012784584532707,2.2226675696668186,-0.33095766878803773,0.020574088902172938,0.009122634385119434,0.007334945191771247,-0.06112130270788817,0.9642424364687513,-0.691811261959257,0.005154556541347003,0.003916858915995638,0.016646624007632727,-0.02038631660520277,0.7064408035587332,-0.0002441475042539254,0.7074784304518124,0.18,0.12,0.16,1.6012784584532707,-0.7219892859137429,-0.33095766878803773,False
1782598891.521121,TRACKING,Tracking AprilTag,Walk,4,77.30809783935547,-0.6956996735998686,-0.05994728380857548,2.103802773513092,2.216659157950173,-0.31936672913134445,0.046863701216047216,0.009270577630038392,0.009859260251592783,-0.057496689637318354,0.9638590257776066,-0.6839326328459797,0.008156436456067683,0.005984113290044975,0.02452525312091003,-0.022216504806540492,0.7063505772694866,0.002136202385244278,0.7075102299929049,0.18,0.12,0.16,1.6038027735130922,-0.6956996735998686,-0.31936672913134445,False
