frame_index,stamp_sec
0,1784751920.0295904
1,1784751920.0987875
2,1784751920.1276956
3,1784751920.1557224
4,1784751920.207218
5,1784751920.2591915
6,1784751920.2867224
7,1784751920.317975
8,1784751920.3515213
9,1784751920.385505
10,1784751920.4260426
11,1784751920.4569435
12,1784751920.4890633
13,1784751920.5299137
14,1784751920.6033535
15,1784751920.6345065
16,1784751920.686831
17,1784751920.7135649
18,1784751920.7655613
19,1784751920.7930775
20,1784751920.822082
21,1784751920.860992
22,1784751920.9181776
23,1784751920.946674
24,1784751921.000256
25,1784751921.0539103
26,1784751921.0922668
27,1784751921.135739
28,1784751921.1857846
29,1784751921.2661471
30,1784751921.362457
31,1784751921.453918
32,1784751921.4877577
33,1784751921.539667
34,1784751921.5922914
35,1784751921.6846526
36,1784751921.786446
37,1784751921.8877091
38,1784751921.9842153
39,1784751922.0927625
40,1784751922.1902895
41,1784751922.2876108
42,1784751922.3840244
43,1784751922.482084
44,1784751922.5821447
45,1784751922.693002
46,1784751922.7974699
47,1784751922.8973799
48,1784751922.9946246
49,1784751923.1043298
50,1784751923.2081516
51,1784751923.3081164
52,1784751923.3514776
53,1784751923.3793795
54,1784751923.4075568
55,1784751923.4355464
56,1784751923.46266
57,1784751923.4901319
58,1784751923.516914
59,1784751923.546062
60,1784751923.5912955
61,1784751923.6195767
62,1784751923.6834028
63,1784751923.719933
64,1784751923.7602124
65,1784751923.8189187
66,1784751923.85733
67,1784751923.9007323
68,1784751923.9413245
69,1784751924.0245125
70,1784751924.1208951
71,1784751924.2206717
72,1784751924.3259435
73,1784751924.4270244
74,1784751924.521625
75,1784751924.6205513
76,1784751924.7095869
77,1784751924.7979558
78,1784751924.8911257
79,1784751924.9831047
80,1784751925.0688853
81,1784751925.1593447
82,1784751925.2527938
83,1784751925.348744
84,1784751925.4418967
85,1784751925.5360143
86,1784751925.6256387
87,1784751925.7120996
88,1784751925.8013933
89,1784751925.8942447
90,1784751925.990958
91,1784751926.0876148
92,1784751926.1784723
93,1784751926.2854202
94,1784751926.3747492
95,1784751926.466627
96,1784751926.559549
97,1784751926.6531758
98,1784751926.7530172
99,1784751926.846513
100,1784751926.9479508
101,1784751927.0462432
102,1784751927.1425302
103,1784751927.2472079
104,1784751927.3455784
105,1784751927.447761
106,1784751927.5566533
107,1784751927.6618593
108,1784751927.7605777
109,1784751927.8653743
110,1784751927.9636636
111,1784751928.0612497
112,1784751928.1611202
113,1784751928.2715542
114,1784751928.3718965
115,1784751928.4696684
116,1784751928.5679042
117,1784751928.6727378
118,1784751928.7754972
119,1784751928.8777592
120,1784751928.9788656
121,1784751929.085245
122,1784751929.1506643
123,1784751929.1774657
124,1784751929.2224255
125,1784751929.2676547
126,1784751929.3287404
127,1784751929.4248707
128,1784751929.5178182
129,1784751929.6082783
130,1784751929.698286
131,1784751929.7847898
132,1784751929.8765934
133,1784751929.964001
134,1784751930.0563238
135,1784751930.1440315
136,1784751930.234517
137,1784751930.325811
138,1784751930.4180617
139,1784751930.5118647
140,1784751930.6032228
141,1784751930.7026665
142,1784751930.795307
143,1784751930.8947985
144,1784751930.982806
145,1784751931.0718687
146,1784751931.1195915
147,1784751931.1687758
148,1784751931.2184515
149,1784751931.2650635
150,1784751931.2961123
151,1784751931.3626206
152,1784751931.4352577
153,1784751931.4658132
154,1784751931.5451717
155,1784751931.6467285
156,1784751931.7493882
157,1784751931.8492236
158,1784751931.9617238
159,1784751932.072282
160,1784751932.180258
161,1784751932.287103
162,1784751932.396278
163,1784751932.4838386
164,1784751932.513654
165,1784751932.5423362
166,1784751932.5723302
167,1784751932.606408
168,1784751932.7108676
169,1784751932.757243
170,1784751932.7869859
171,1784751932.8193977
172,1784751932.84871
