Fx_N,Fy_N,Fz_N,Mx_Nm,My_Nm,Mz_Nm,ux_m,uy_m,uz_m,theta_x_rad,theta_y_rad,theta_z_rad
0.0438690185546875,0.012741327285766602,0.14147526025772095,0.005019495942592621,0.002789478749036789,-0.0014073950797319412,0.0,0.0,0.0,0.0,0.0,0.0
0.0438690185546875,0.012741327285766602,0.14147526025772095,0.005019495942592621,0.002789478749036789,-0.0014073950797319412,1.948998716402258e-06,0.0005545740825182823,0.00028627031145633244,0.00013901433621998495,-0.0007458550559837955,0.0012850509598832172
-0.0003204345703125,-0.007987737655639648,0.05191761255264282,0.001562424714565277,0.0009898357093334198,-0.0005214114791154862,-9.260031538972527e-07,0.0006012487933912839,8.412356205017326e-05,-0.001264071747537368,-0.0004817504090738984,0.0013592528213674964
-0.0211181640625,-0.07657980918884277,0.0611453652381897,0.00217969541311264,0.0014517121016979218,0.002467187268137932,2.4998786754752357e-06,0.0001231536130699455,-0.00018488999208306773,-0.0015773211101631423,8.419595466395068e-05,5.7236076705435513e-05
-0.044036865234375,0.07198691368103027,-0.005794107913970947,-0.0005105273222923279,0.0009951815009117126,-0.0008801951950788498,-5.230921345775815e-06,-0.0002444986906323911,-4.228112593387448e-05,-0.00032180262090503403,0.0002498106924059196,-0.0004088181259164642
0.021881103515625,-0.027065038681030273,0.029353678226470947,0.0012911440443992613,0.00035641714930534363,2.0976769328117403e-05,-4.25422914305367e-06,-9.703433849415978e-05,8.58977588166724e-05,0.00032897462143571533,0.0001641257737362913,-0.00023215674559168043
-0.064453125,-0.0507807731628418,-0.01614457368850708,-0.00020977375745773316,-0.000903051346540451,0.0027515776193141935,1.3427010365497535e-05,0.00045722326252327746,0.00011932996919305213,-0.0009320798612503496,-0.0004936853074903909,0.001586392243549356
-0.0428009033203125,-0.03210020065307617,0.14327162504196167,0.005072889015674591,0.0035205669701099396,0.0015925119340419768,4.288948778939105e-07,0.000642809880002338,-5.452193540548308e-06,-0.0019068982411063562,-0.00034214949458507497,0.0013555008638267837
-0.020721435546875,-0.05086493492126465,0.12121540307998657,0.00433842889547348,0.0028940849006175995,0.0021370225113630293,2.365790443290897e-05,0.00022412482058650694,-5.010747520563451e-05,-0.0005936393119319194,-0.00016100698143638474,0.0007857475481892189
-0.0009002685546875,0.05606842041015625,-0.045192718505859375,-0.001499225730895996,-0.000549614429473877,-0.0019059147262573241,-8.289158896803651e-06,-0.00022011592306272652,4.573443553689567e-05,0.000555792176620901,0.000363889624420959,-0.0005128134942494578
0.04400634765625,-0.026294708251953125,0.16541290283203125,0.005326782722473144,0.003433823585510254,-0.00030697732925415036,9.327418709892325e-06,-0.0001595801388393086,-4.53735201924304e-05,-0.0003444405303034351,0.00013452334557755355,-6.103529562924191e-05
-0.0214691162109375,-0.06331586837768555,0.006694018840789795,0.0005387714314460754,-0.00027297064661979675,0.0016899537789821623,1.8891468340303367e-05,0.0002772056658666439,-0.00016979572386435876,-0.0013620669640820096,0.00016948356293381087,0.0003025262352670609
0.0649566650390625,-0.021880626678466797,0.16417235136032104,0.00576059581041336,0.0034187324345111847,-0.0018927305090427398,-7.879205075261836e-06,0.0005993862827910633,9.05962638389682e-05,-0.0012218850289891588,-0.0006891688733181271,0.0014074506636053306
0.0006256103515625,-0.06586408615112305,0.050982654094696045,0.002012713806629181,0.000267762690782547,0.001404824880361557,-1.5852561318005738e-05,0.0003849774552021729,0.0002268827658313701,2.7161295488746756e-06,-0.0008669967698543142,0.001159092325646038
