frame_index,stamp_sec
0,1784749387.276471
1,1784749387.3750327
2,1784749387.473803
3,1784749387.5358343
4,1784749387.5641074
5,1784749387.5922625
6,1784749387.6447542
7,1784749387.6725404
8,1784749387.6998231
9,1784749387.727963
10,1784749387.762027
11,1784749387.8115497
12,1784749387.8388147
13,1784749387.869026
14,1784749387.89906
15,1784749387.928806
16,1784749387.960108
17,1784749388.001121
18,1784749388.111228
19,1784749388.213266
20,1784749388.312572
21,1784749388.4082785
22,1784749388.5074887
23,1784749388.6037273
24,1784749388.6646402
25,1784749388.7674344
26,1784749388.8691742
27,1784749388.9765506
28,1784749389.081695
29,1784749389.1728714
30,1784749389.2292385
31,1784749389.2587516
32,1784749389.289146
33,1784749389.316648
34,1784749389.3465812
35,1784749389.3768942
36,1784749389.4348967
37,1784749389.4644067
38,1784749389.4940767
39,1784749389.5293005
40,1784749389.5833912
41,1784749389.6538198
42,1784749389.7165484
43,1784749389.7459307
44,1784749389.7745533
45,1784749389.8036742
46,1784749389.8321712
47,1784749389.8605227
48,1784749389.8893983
49,1784749389.93021
50,1784749390.0097141
51,1784749390.1357012
52,1784749390.170705
53,1784749390.232939
54,1784749390.2804325
55,1784749390.3148568
56,1784749390.342976
57,1784749390.3715868
58,1784749390.40137
59,1784749390.4453857
60,1784749390.4746504
61,1784749390.5601456
62,1784749390.5989943
63,1784749390.625937
64,1784749390.6576276
65,1784749390.7016351
66,1784749390.729603
67,1784749390.7605548
68,1784749390.7988715
69,1784749390.85281
70,1784749390.8854988
71,1784749390.913235
72,1784749390.9603317
73,1784749390.9949644
74,1784749391.0314336
75,1784749391.0852735
76,1784749391.1234353
77,1784749391.1675618
78,1784749391.195101
79,1784749391.2267768
80,1784749391.2620409
81,1784749391.2932467
82,1784749391.336065
83,1784749391.3794909
84,1784749391.4679103
85,1784749391.5670319
86,1784749391.673449
87,1784749391.7958655
88,1784749391.879588
89,1784749391.9125433
90,1784749391.968748
91,1784749391.9966831
92,1784749392.0249882
93,1784749392.0566225
94,1784749392.107666
95,1784749392.1382957
96,1784749392.1660962
97,1784749392.2080014
98,1784749392.2518845
99,1784749392.2841635
100,1784749392.330952
101,1784749392.389589
102,1784749392.4922433
103,1784749392.5957131
104,1784749392.6512907
105,1784749392.6788476
106,1784749392.7063851
107,1784749392.7331405
108,1784749392.785983
109,1784749392.8161066
110,1784749392.8440301
111,1784749392.8800533
112,1784749392.935147
113,1784749392.9936373
114,1784749393.0286617
115,1784749393.0637565
116,1784749393.0948744
117,1784749393.1464398
118,1784749393.1773152
119,1784749393.2049918
120,1784749393.2343764
121,1784749393.261533
122,1784749393.293872
123,1784749393.327483
124,1784749393.360671
125,1784749393.41358
126,1784749393.4673686
127,1784749393.4950051
128,1784749393.5228744
129,1784749393.5658624
130,1784749393.594676
131,1784749393.6277146
132,1784749393.6609821
133,1784749393.7144125
134,1784749393.82338
135,1784749393.925359
136,1784749394.0367417
137,1784749394.145705
138,1784749394.2534308
139,1784749394.3666317
140,1784749394.474434
141,1784749394.5838392
142,1784749394.6857224
143,1784749394.7875893
144,1784749394.8953986
145,1784749394.9914691
146,1784749395.0944571
147,1784749395.1993878
148,1784749395.2411413
149,1784749395.2916915
150,1784749395.3858497
151,1784749395.4276097
152,1784749395.4607594
153,1784749395.49107
154,1784749395.519507
155,1784749395.5489695
156,1784749395.5756445
157,1784749395.6037216
158,1784749395.633384
159,1784749395.701823
160,1784749395.7505925
161,1784749395.8025482
162,1784749395.8454206
163,1784749395.8730595
164,1784749395.9021654
165,1784749395.9836795
166,1784749396.0968716
167,1784749396.198058
168,1784749396.3076825
169,1784749396.4157062
170,1784749396.5211947
171,1784749396.6263137
172,1784749396.725397
173,1784749396.8170462
174,1784749396.9109468
175,1784749396.9549599
176,1784749397.0590029
177,1784749397.1782632
178,1784749397.2729113
179,1784749397.3085656
180,1784749397.3610184
181,1784749397.4154904
182,1784749397.4633923
183,1784749397.4939516
184,1784749397.5268884
185,1784749397.5609584
186,1784749397.617034
187,1784749397.7137997
188,1784749397.8268037
189,1784749397.929056
190,1784749398.0293548
191,1784749398.1387305
192,1784749398.2392335
193,1784749398.3453834
194,1784749398.4241297
195,1784749398.4780817
196,1784749398.583724
197,1784749398.6826298
198,1784749398.737404
199,1784749398.7806559
200,1784749398.8097386
201,1784749398.8383994
202,1784749398.867021
203,1784749398.8941584
204,1784749398.9212697
205,1784749398.948234
206,1784749399.0027194
207,1784749399.0346498
208,1784749399.0622926
209,1784749399.093729
210,1784749399.1278405
211,1784749399.1603436
212,1784749399.1942816
213,1784749399.242981
214,1784749399.2763994
215,1784749399.321488
216,1784749399.3559952
217,1784749399.3837812
218,1784749399.4118376
219,1784749399.460653
220,1784749399.495036
221,1784749399.5303774
222,1784749399.561321
223,1784749399.6103477
224,1784749399.6401393
225,1784749399.669585
226,1784749399.6982713
227,1784749399.7270007
228,1784749399.7605693
229,1784749399.7947414
230,1784749399.8513224
231,1784749399.8941376
232,1784749399.9240916
233,1784749399.966482
234,1784749399.9948692
235,1784749400.0282884
236,1784749400.0613587
237,1784749400.098929
238,1784749400.1294405
239,1784749400.1788146
240,1784749400.2057853
241,1784749400.236452
242,1784749400.2653267
243,1784749400.2946203
244,1784749400.3276296
245,1784749400.3621655
246,1784749400.398206
247,1784749400.4287004
248,1784749400.4980705
249,1784749400.5305963
250,1784749400.5598993
251,1784749400.587023
252,1784749400.642594
253,1784749400.6720278
254,1784749400.6995666
255,1784749400.7330246
256,1784749400.7637303
257,1784749400.7976758
258,1784749400.8699284
259,1784749400.9193962
260,1784749400.9472225
261,1784749400.9754212
262,1784749401.0039275
263,1784749401.03125
264,1784749401.0825102
265,1784749401.1092217
266,1784749401.1396272
267,1784749401.1836035
268,1784749401.2129016
269,1784749401.24184
270,1784749401.2949
271,1784749401.3281367
272,1784749401.3614113
273,1784749401.4162421
274,1784749401.4553895
275,1784749401.484203
276,1784749401.535912
277,1784749401.5657654
278,1784749401.594815
279,1784749401.6271684
280,1784749401.6610365
281,1784749401.7151883
282,1784749401.8226266
283,1784749401.9298282
284,1784749402.036737
285,1784749402.1465776
286,1784749402.2606237
287,1784749402.3413708
288,1784749402.4160464
289,1784749402.5009832
290,1784749402.5537367
291,1784749402.6536427
292,1784749402.7091699
293,1784749402.7402337
294,1784749402.7678952
295,1784749402.796615
296,1784749402.825354
297,1784749402.8543353
