frame_index,stamp_sec
0,1782605785.370332
1,1782605785.4041233
2,1782605785.4375577
3,1782605785.4699957
4,1782605785.5054762
5,1782605785.5373416
6,1782605785.583788
7,1782605785.6115205
8,1782605785.6618526
9,1782605785.7047744
10,1782605785.738133
11,1782605785.770545
12,1782605785.80473
13,1782605785.8375945
14,1782605785.8746305
15,1782605785.9056273
16,1782605785.9537969
17,1782605785.982186
18,1782605786.037736
19,1782605786.0707786
20,1782605786.1047623
21,1782605786.137973
22,1782605786.1707964
23,1782605786.2046533
24,1782605786.2399218
25,1782605786.2804015
26,1782605786.314739
27,1782605786.342626
28,1782605786.3703227
29,1782605786.404864
30,1782605786.438182
31,1782605786.4700549
32,1782605786.5063
33,1782605786.545865
34,1782605786.5756714
35,1782605786.6083357
36,1782605786.6402612
37,1782605786.6809545
38,1782605786.713278
39,1782605786.7708943
40,1782605786.804309
41,1782605786.838156
42,1782605786.87842
43,1782605786.938575
44,1782605786.9804177
45,1782605787.0488129
46,1782605787.0820136
47,1782605787.1159084
48,1782605787.145659
49,1782605787.2044327
50,1782605787.2383168
51,1782605787.2712631
52,1782605787.303687
53,1782605787.3394928
54,1782605787.3737261
55,1782605787.414538
56,1782605787.4455488
57,1782605787.4758124
58,1782605787.516276
59,1782605787.5505996
60,1782605787.579947
61,1782605787.6128705
62,1782605787.6712606
63,1782605787.7043333
64,1782605787.7383733
65,1782605787.7718513
66,1782605787.8189921
67,1782605787.8710723
68,1782605787.908306
69,1782605787.9389684
70,1782605787.9724534
71,1782605788.012228
72,1782605788.0737407
73,1782605788.1056712
74,1782605788.1394918
75,1782605788.1778846
76,1782605788.2066257
77,1782605788.2372727
78,1782605788.270749
79,1782605788.304246
80,1782605788.337221
81,1782605788.3707788
82,1782605788.4041882
83,1782605788.4379911
84,1782605788.4712703
85,1782605788.5042028
86,1782605788.5382006
87,1782605788.5726218
88,1782605788.60416
89,1782605788.6378326
90,1782605788.6715608
91,1782605788.7038214
92,1782605788.7378857
93,1782605788.7715313
94,1782605788.8051448
95,1782605788.8370955
96,1782605788.8713253
97,1782605788.904494
98,1782605788.9376569
99,1782605788.9718282
100,1782605789.0039787
101,1782605789.0369313
102,1782605789.0712237
103,1782605789.10352
104,1782605789.1384146
105,1782605789.1711514
106,1782605789.2040863
107,1782605789.2373972
108,1782605789.2703178
109,1782605789.3034668
110,1782605789.338001
111,1782605789.372654
112,1782605789.4128106
113,1782605789.4845083
114,1782605789.5406077
115,1782605789.5768278
116,1782605789.6203268
117,1782605789.6820145
118,1782605789.7167127
119,1782605789.7482202
120,1782605789.8051202
121,1782605789.8370423
122,1782605789.8703873
123,1782605789.9040203
124,1782605789.9375553
125,1782605789.9699674
126,1782605790.0042915
127,1782605790.0379076
128,1782605790.0712485
129,1782605790.1043994
130,1782605790.139455
131,1782605790.1708024
132,1782605790.2040603
133,1782605790.2367864
134,1782605790.2709763
135,1782605790.3035293
136,1782605790.3373039
137,1782605790.3710465
138,1782605790.4047263
139,1782605790.4378471
140,1782605790.4708593
141,1782605790.5040197
142,1782605790.5383558
143,1782605790.5714033
144,1782605790.6037118
145,1782605790.6372876
146,1782605790.672851
147,1782605790.7044992
148,1782605790.7373233
149,1782605790.770816
150,1782605790.8048804
151,1782605790.8381436
152,1782605790.872436
153,1782605790.9073544
154,1782605790.9379377
155,1782605790.9713814
156,1782605791.0054617
157,1782605791.0371525
158,1782605791.071164
159,1782605791.103709
160,1782605791.137513
161,1782605791.1717725
162,1782605791.2045074
163,1782605791.2382207
164,1782605791.271272
165,1782605791.303941
166,1782605791.3374202
167,1782605791.371875
168,1782605791.4039354
169,1782605791.4382865
170,1782605791.4713085
171,1782605791.504263
172,1782605791.5371618
173,1782605791.5712667
174,1782605791.6038964
175,1782605791.638247
176,1782605791.6711235
177,1782605791.704244
178,1782605791.737764
179,1782605791.7708635
180,1782605791.804262
181,1782605791.8380966
182,1782605791.8711538
183,1782605791.9051065
184,1782605791.938151
185,1782605791.9715083
186,1782605792.0042355
187,1782605792.0379186
188,1782605792.0712414
189,1782605792.1051922
190,1782605792.138141
191,1782605792.1706316
192,1782605792.204323
193,1782605792.237221
194,1782605792.2704878
195,1782605792.3047566
196,1782605792.3373914
197,1782605792.3714542
198,1782605792.4052055
199,1782605792.4380867
200,1782605792.471057
201,1782605792.504394
202,1782605792.5376985
203,1782605792.5710773
204,1782605792.604254
205,1782605792.6381493
206,1782605792.6711326
207,1782605792.7049534
208,1782605792.7381637
209,1782605792.7703803
210,1782605792.8040442
211,1782605792.837872
212,1782605792.8706646
213,1782605792.9042428
214,1782605792.9376118
215,1782605792.9707031
216,1782605793.004309
217,1782605793.037459
218,1782605793.0716386
219,1782605793.1044476
220,1782605793.137112
221,1782605793.171714
222,1782605793.204412
223,1782605793.238219
224,1782605793.2713144
225,1782605793.3046567
226,1782605793.3378813
227,1782605793.3714209
228,1782605793.4046812
229,1782605793.4383078
230,1782605793.4711597
231,1782605793.5047026
232,1782605793.5375025
233,1782605793.5708969
234,1782605793.6047282
235,1782605793.6379402
236,1782605793.670796
237,1782605793.7037466
238,1782605793.737299
239,1782605793.7704318
240,1782605793.804062
241,1782605793.8377056
242,1782605793.8707614
243,1782605793.9046779
244,1782605793.9374948
245,1782605793.9704473
246,1782605794.0041451
247,1782605794.038408
248,1782605794.0715911
249,1782605794.104111
250,1782605794.1385012
