id34_t1_px,id34_t1_py,id34_t1_pz,id34_t1_qx,id34_t1_qy,id34_t1_qz,id34_t1_qw,id34_t2_px,id34_t2_py,id34_t2_pz,id34_t2_qx,id34_t2_qy,id34_t2_qz,id34_t2_qw,id35_t2_px,id35_t2_py,id35_t2_pz,id35_t2_qx,id35_t2_qy,id35_t2_qz,id35_t2_qw
0.234188780,0.716258049,-4.583666801,0.660031438,0.014357491,0.750325739,0.034112673,0.234066695,0.696905315,-4.583020210,0.662734747,0.005444640,0.748146594,0.032089785,0.388105273,0.676106989,-4.564839363,-0.201575622,-0.693720102,0.080172092,0.686798453
0.234307781,0.715433300,-4.583575726,0.661066532,0.014781425,0.749442458,0.033296842,0.238623127,0.690175056,-4.644417763,0.640150785,0.225083083,0.686137021,0.262222320,0.322733700,0.645918548,-4.777984142,0.063648522,0.224717543,0.335561782,-0.912605703
0.234491974,0.714644969,-4.586512089,0.655762494,0.018183727,0.753091455,0.049981713,0.236386731,0.690849185,-4.614376545,0.666248202,0.127603337,0.716590285,0.162262440,0.379985034,0.647904992,-4.668941975,0.005335403,0.512506068,0.293533683,-0.806936860
0.234394148,0.713961840,-4.586385727,0.658568025,0.017328760,0.750747681,0.048639446,0.231596500,0.624692798,-4.592136383,0.669295669,0.038084287,0.733959913,0.109067544,0.282730699,0.471872926,-4.600198746,0.500653803,0.449105680,0.387523502,-0.630456507
0.233994111,0.710239172,-4.585100174,0.659930348,0.013720318,0.749575257,0.049403716,0.227612883,0.638964653,-4.547806263,0.644226491,-0.106942520,0.753798902,-0.072957225,0.269144058,0.510549963,-4.464478493,0.708567441,0.496699810,0.233429074,-0.443545222
0.233815596,0.710056245,-4.582862854,0.661832988,0.008452854,0.748889446,0.032714762,0.228180587,0.729178190,-4.527282715,0.639905334,-0.152430713,0.736755967,-0.156450331,0.294526458,0.745794296,-4.390182972,0.777009666,0.610047042,-0.118777350,-0.099952407
0.233659968,0.712819397,-4.580826759,0.662149012,0.002073399,0.749039769,0.022223596,0.231274337,0.709769666,-4.551021099,0.635142207,-0.102254599,0.762093246,-0.073159151,0.358456343,0.703678966,-4.467837811,0.411182195,0.758123398,-0.135290354,-0.487724006
0.233923987,0.713107169,-4.580726147,0.657059848,0.001381422,0.753567219,0.020172115,0.229822800,0.736897111,-4.541199684,0.644471824,-0.108167835,0.748064160,-0.115567386,0.330394238,0.777078331,-4.434461594,0.457613170,0.810795844,-0.236850396,-0.277672797
0.233684361,0.713872790,-4.580906868,0.660753667,0.003820466,0.750321686,0.020184090,0.226132646,0.712578416,-4.518257141,0.620424032,-0.183040544,0.733230054,-0.209627956,0.266214132,0.697083890,-4.369864941,0.749384284,0.644236088,0.047449473,-0.145367637
0.233693823,0.713854253,-4.579793453,0.668653846,0.006018643,0.743495822,0.008930829,0.231457129,0.797795713,-4.568007469,0.657844365,-0.029911982,0.749424815,-0.068618648,0.218576089,0.961108267,-4.551300526,0.580622494,0.454446018,-0.320569932,0.594635427
0.233743817,0.716261029,-4.581442356,0.661423922,-0.000169454,0.749491453,0.027947932,0.231369063,0.779177189,-4.562627792,0.659035861,-0.047518913,0.746384323,-0.079525217,0.325402021,0.902129650,-4.517502308,0.752338767,0.228491068,-0.441117406,0.432658821
0.233812347,0.717059493,-4.580911636,0.658656120,-0.002057692,0.752172709,0.020102873,0.232388183,0.740026116,-4.565716267,0.650839508,-0.060954232,0.754935861,-0.052576967,0.368248969,0.799448669,-4.516259670,0.252974689,0.792913556,-0.302283019,-0.464668602
0.233877614,0.716313660,-4.581491947,0.658651173,0.000345634,0.752098501,0.022942405,0.234922633,0.684433818,-4.595834732,0.664051533,0.049050372,0.740199029,0.093461245,0.382585585,0.635265052,-4.619390488,0.322075546,0.558966577,-0.096875854,-0.757917404
0.234154016,0.713700891,-4.582959175,0.661516309,0.006870871,0.749242783,0.031372324,0.231260389,0.675869405,-4.560071945,0.646046937,-0.076157995,0.758376956,-0.041081849,0.354195833,0.611310482,-4.492557049,0.323498845,0.774219513,0.081137739,-0.537912130
0.233587712,0.712838829,-4.581613064,0.661358476,0.004916776,0.749625146,0.025356350,0.227563992,0.653459191,-4.537267685,0.630103588,-0.150267735,0.755215943,-0.100189708,0.270918846,0.544987321,-4.432065487,0.738449693,0.529021800,0.202046514,-0.366067201
0.233596176,0.710504174,-4.580364227,0.658746421,-0.002972960,0.752141237,0.018106557,0.225381583,0.756681979,-4.516058445,0.602769077,-0.222303361,0.709819973,-0.288801700,0.233796105,0.837150872,-4.374998569,-0.804318070,-0.535743296,0.095743634,-0.238505110
0.233621955,0.714244246,-4.579409122,0.648969412,-0.014757890,0.760503888,0.015960179,0.236141786,0.686627924,-4.609078407,0.663068354,0.101482108,0.727239013,0.145482421,0.378075421,0.645144880,-4.665791988,0.093509868,0.490034521,0.132051796,-0.856553793
0.234037831,0.713059425,-4.582675934,0.664390385,0.010776650,0.746536672,0.033945225,0.228552774,0.672443867,-4.544057369,0.640784025,-0.126294941,0.752548635,-0.084356569,0.328008175,0.598787248,-4.449532986,0.441550225,0.753082752,0.194408387,-0.447331160
0.233537227,0.711909115,-4.580683708,0.658175111,-0.001199396,0.752638340,0.018434482,0.239172131,0.715942144,-4.651337624,0.634931564,0.251472890,0.677105784,0.274136961,0.229310676,0.719055176,-4.818117619,0.004325642,-0.066796109,0.415300220,-0.907218456
0.234426260,0.713839769,-4.585545540,0.664345503,0.022559533,0.745792925,0.043922234,0.238444880,0.759433448,-4.640121937,0.647380292,0.222411320,0.693837941,0.223653421,0.222729892,0.842111051,-4.784902573,-0.194923401,-0.176297694,0.370448679,-0.890893817
0.234071344,0.714715481,-4.585476398,0.658635139,0.016326709,0.750662088,0.049394295,0.236191884,0.781813443,-4.614567280,0.663676679,0.127941996,0.728917360,0.108828284,0.200477630,0.916692674,-4.707195759,-0.350730926,-0.363459915,0.391995072,-0.768911302
0.234063148,0.716577053,-4.585170746,0.659593940,0.019012922,0.750200391,0.042115830,0.235925645,0.640381575,-4.628774643,0.661411703,0.162043855,0.690136254,0.244925410,0.270001143,0.508681118,-4.722933769,0.409145445,0.238157466,0.398600221,-0.785492778
0.234355852,0.711376905,-4.586206436,0.658430398,0.022787498,0.750760436,0.048051305,0.229364023,0.626626134,-4.561443329,0.652410328,-0.055213932,0.755835056,-0.005055785,0.251350671,0.478350341,-4.507534981,0.683513522,0.434398562,0.293704957,-0.507783949
0.234092638,0.709215522,-4.583489895,0.659733117,0.009115397,0.750584662,0.035941686,0.228161231,0.676666558,-4.531215191,0.634586930,-0.149108514,0.744475484,-0.144299567,0.291746676,0.610898316,-4.406066895,0.610784888,0.723891795,0.131931946,-0.292432010
0.233428553,0.711649477,-4.581524849,0.661760926,0.007712232,0.749276161,0.024458773,0.229742616,0.670822620,-4.552484989,0.638640404,-0.134139210,0.751616418,-0.096009895,0.348749071,0.597065330,-4.474827290,0.527171254,0.659669101,0.040562112,-0.534117937
0.233302519,0.710483015,-4.580758095,0.660621464,0.003453264,0.750499666,0.017822361,0.237503514,0.682484210,-4.633544922,0.661246061,0.158573836,0.707163572,0.193720579,0.335791171,0.629877329,-4.741232395,0.106644526,0.296813458,0.297035933,-0.901275992
0.233927190,0.711173832,-4.584352493,0.665758014,0.018413493,0.745020211,0.037043687,0.234797359,0.743153155,-4.591588020,0.667339563,0.067436233,0.739140034,0.061500359,0.378317952,0.812003136,-4.595975876,0.155177176,0.668065608,-0.332248360,-0.647471547
0.234288961,0.713155270,-4.584090710,0.662943363,0.016119722,0.747414231,0.040228583,0.237891406,0.686645687,-4.638568878,0.649863362,0.207462236,0.690924108,0.239292875,0.329757154,0.640096962,-4.764475822,0.114438333,0.276272178,0.232391626,-0.925511658
0.234153539,0.711468399,-4.585509777,0.660414934,0.020457461,0.749030530,0.048856851,0.232370719,0.693863332,-4.568959713,0.659428775,-0.048002176,0.749497175,-0.033218451,0.377592981,0.655109107,-4.515404701,0.656734824,0.559980214,-0.205039546,-0.461606294
0.233742699,0.711033762,-4.583099365,0.663387001,0.010931106,0.747592151,0.030072030,0.228056461,0.621676385,-4.564337730,0.649312079,-0.119767278,0.749282658,-0.051235687,0.241472483,0.465876698,-4.520604134,0.671483755,0.395318687,0.332085013,-0.531556427
0.233609512,0.708694637,-4.582207680,0.661896527,0.005833627,0.749093056,0.026805112,0.225892529,0.654705167,-4.529377937,0.622506857,-0.195492268,0.734753489,-0.185486928,0.236503661,0.549870968,-4.401787281,0.751503766,0.543156028,0.228557035,-0.296623200
