ux,uy,uz,theta_x,theta_y,theta_z
2.543811625244491153e-03,-5.752300928031138738e-05,2.288576727129210207e-04,-1.263612302083163717e-03,3.142017740994612618e-02,6.560024398265248968e-02
-5.752300928031138738e-05,8.094046974510679324e-03,4.736596991035870591e-04,-1.353448349014557336e-02,1.627658507905124568e-03,1.222390831204536558e-02
2.288576727129210207e-04,4.736596991035870591e-04,4.118997979387909424e-03,-1.655052476427604788e-03,2.702540486793137179e-04,1.195624589176956520e-03
-1.263612302083163717e-03,-1.353448349014557336e-02,-1.655052476427604788e-03,3.700913572098296633e+00,-1.811261513704983395e-01,-1.588153917568912721e-01
3.142017740994612618e-02,1.627658507905124568e-03,2.702540486793137179e-04,-1.811261513704983395e-01,4.528400725400650306e-01,8.253755681155038326e-01
6.560024398265248968e-02,1.222390831204536558e-02,1.195624589176956520e-03,-1.588153917568912721e-01,8.253755681155038326e-01,1.746075988153155123e+00
