Fx_N,Fy_N,Fz_N,Mx_Nm,My_Nm,Mz_Nm,ux_m,uy_m,uz_m,theta_x_rad,theta_y_rad,theta_z_rad
4.99817753173271,-0.12409438917162374,-0.053121971522386846,-0.0017655439021492369,0.0,-0.16611774017632533,0.001421945102338469,-0.011674232014718518,0.0015511360026144393,0.05746837897322658,0.002693228560439157,0.004241852765327317
2.9547558493484973,-0.3847896995835544,-4.015140689668948,-0.13344585974051926,0.0,-0.09820326736101215,-0.0026646215033822598,-0.009415567978192608,-0.02438931122195964,-0.5317927094615787,0.009567513335642208,0.043768364400332375
1.0691931746362469,-0.4140182158585885,-4.866766367132137,-0.1617502030973015,0.0,-0.03553534320357605,-0.003070444321013735,-0.009011324159411607,-0.02858381445442702,-0.6379225691283279,0.04003051918493197,0.09606413858163484
1.0985694607766892,0.8727555925026822,-4.7991085438447945,-0.1595015505357655,0.0,-0.03651168352711227,-0.004265240223544254,0.007856091210695554,-0.027892064986448997,-0.6016324301239477,0.018057427639891155,0.1022892117786462
0.6625000094379776,0.9638462406480749,-4.8612852376591995,-0.16156803412953724,0.0,-0.022018626536556642,-0.004414157544988754,0.008138033982492503,-0.027904054557068705,-0.6874090707765366,0.029920204018634787,0.12751034689468804
-0.5750824409954418,2.466846919378428,-4.310910166358362,-0.14327595416370537,0.0,0.019113245759425843,-0.0054911700918704705,0.02872025672950637,-0.025182822717940645,-0.5938378368367081,0.009977675988984823,0.14042938209345865
0.2166847627702402,4.257916862458447,2.6121239836530004,0.08681567040584702,0.0,-0.007201661584348938,-0.0015446548517049075,0.05072264968536338,0.021267021505279177,0.5666590040639109,0.10500606344968343,0.05721299563879928
3.6870852032566193,-1.082517803829443,-3.1989932648129114,-0.10632065960365818,0.0,-0.12254271840364696,-0.001049309226666615,-0.019366706037948274,-0.016655754492806103,-0.38508000093298955,0.053669687958552634,0.04157035879009648
3.7301545900827064,0.07002609427938428,-3.328820073269942,-0.11063553955705394,0.0,-0.12397415799635973,-0.0017170689821996567,-0.00455225592137152,-0.017459273120223887,-0.41240492804232043,0.03697455508305551,0.05875609032362357
2.3906721704263165,1.9463584770188305,-3.936543566694784,-0.13083363230963352,0.0,-0.0794555727427267,-0.0042302043036456585,0.01949539138604619,-0.020820795188771304,-0.481034039919214,0.05209637894761704,0.10813472878389052
3.1322062232721626,2.1028478105024906,-3.2813587522183583,-0.10905813112191598,0.0,-0.10410094805012209,-0.0029443262400459407,0.016541814391549142,-0.014659141469623748,-0.38534526773944305,0.041088306967251104,0.08957981692435191
2.558174803843114,3.290319582360253,-2.7621619646427167,-0.09180228206267423,0.0,-0.08502263368846621,-0.003303439401998467,0.03169090335149654,-0.01176630199436454,-0.26433085514074484,0.016988458056821233,0.1000874387058625
3.672490255194753,-2.93533914946454,1.701939894097428,0.056565099444434545,0.0,-0.12205764563969743,0.005997051659186381,-0.04527105147698717,0.013643440814487802,0.2926480061505184,0.047337146830347725,-0.007968095901548771
4.668744728736416,-0.8197361040882543,1.5908662349645062,0.05287349282759636,0.0,-0.15516882281069394,0.002933395788630189,-0.015886388246731577,0.01275914064569533,0.2759327675905329,0.032686737595306735,-0.0064191158843932925
2.702327862045807,-0.2233268306829348,4.200898624426454,0.13961964771540153,0.0,-0.08981365603933421,0.0027853349160180604,-0.006478080105324227,0.02724593551799267,0.6238101918724721,0.03433637713461643,-0.048104038258096816
1.9716474330898954,2.23022017803211,4.017303119891308,0.13351772954097085,0.0,-0.06552900810944248,0.0010418488673598378,0.02508826171666614,0.024990352864950036,0.5798931323447134,0.032346555399749954,-0.006221625571660172
3.149950674443836,1.608197774305129,3.5343331290769484,0.11746590206231611,0.0,-0.10469069663560014,0.0012522230087782776,0.0160385354708941,0.02130764412793657,0.5074229990876499,0.021337810934964573,-0.017323315909450444
2.3427334386956953,3.4852213227303515,2.713822464127444,0.09019568675150974,0.0,-0.07786229724751852,-0.00046836584716159315,0.03908682861362601,0.016427608871360827,0.3999021325096225,0.039458418225240384,0.03555677690352814
0.6723182251952792,4.382633733785574,2.3109542962929814,0.0768060964048785,0.0,-0.022344941439100954,-0.0010549101521237494,0.04878035537949988,0.01344913320688161,0.30474733559063477,0.035307294035545285,0.0445955742622296
4.787069025545351,-0.048496927937564493,1.442781408476315,0.04795179555405161,0.0,-0.159101409172235,0.001698855334210172,-0.008846102531564601,0.010059701106309934,0.2691596517201409,0.034782627282149335,-0.011040167281889167
3.981315524375947,-1.9628878443960558,2.3013469981046493,0.0764867914874134,0.0,-0.1323216579721967,0.004161097924326434,-0.02959154747071665,0.014457872520119699,0.3841760000746591,0.05273189452691064,-0.029457886085820506
1.7582206780184162,3.963879688651933,2.4892404185375776,0.08273155374288652,0.0,-0.0584356285684902,-0.0008576876553714845,0.04438538138080913,0.01527539693963509,0.36871827872077584,0.03162504046307114,0.038533388130417165
2.212913382844642,3.371783758557805,-2.95534915797658,-0.09822298636616922,0.0,-0.07354764172145414,-0.005217155460564435,0.03460333518505151,-0.017736783141493188,-0.2960732231235213,-0.04377974202380785,0.02461648954681027
3.104964127497486,-3.804784050829245,-0.9395829359397551,-0.031227661089589322,0.0,-0.1031955389567025,-0.0001060020911785118,-0.05838609857524371,-0.004365977330632759,-0.21189420075621404,-0.038426378887021884,-0.06941062046001614
3.1790810251741988,-3.7006798492012374,1.094720278926668,0.03638375341930924,0.0,-0.10565886313291822,0.003726005550254604,-0.05157131761562844,0.008909690401684408,0.1427358772071984,0.018176835899013404,-0.04051965227161269
4.320083367751669,-1.461236741551907,2.049796790126808,0.06812635374288266,0.0,-0.1435808315867188,0.002301079975166819,-0.020992015916402373,0.014178101128719353,0.2931683724597635,0.012383674261417487,-0.03490504901491619
3.125115326976518,2.9381015503695904,2.5692826767041907,0.08539181119889536,0.0,-0.1038652774159802,2.6741057593486885e-05,0.033785552808724396,0.015912290511252716,0.38323014617333534,0.03962801078371981,0.03258898306212961
4.378186629922603,-1.7644727646006435,-1.6486714944310499,-0.05479468890595165,0.0,-0.14551193198229884,-0.0015138711869842113,-0.029290556626942982,-0.009854752345035658,-0.18122305531987726,-0.03563092287311596,-0.05233016763184498
3.328007996179807,-3.143030825370722,-2.011397526132689,-0.0668501287751541,0.0,-0.110608549637187,0.0007970097198002435,-0.04549775637467961,-0.010495812463182506,-0.2192224680947755,0.0048825762228280455,-0.020703513220177525
2.541710570729469,-2.5358612860099123,-3.4798153561300103,-0.1156539677754898,0.0,-0.08447543399793686,-0.0007361325650089805,-0.03486731620909306,-0.01941972442880073,-0.4487479777936699,0.05712374978049463,0.028167276823652256
