stamp_sec,state,message,requested_mode,tag_id,tag_margin,tag_x_camera_m,tag_y_camera_m,tag_z_camera_m,tag_range_m,tag_bearing_rad,tag_face_yaw_error_rad,tag_face_normal_x_camera,tag_face_normal_y_camera,tag_face_normal_z_camera,tag_pose_rel_x_m,tag_pose_rel_y_m,odom_x,odom_y,odom_yaw,odom_rel_x,odom_rel_y,odom_rel_yaw,odom_tagframe_rel_x_m,odom_tagframe_rel_y_m,imu_x,imu_y,imu_z,imu_w,cmd_heading,cmd_lateral,cmd_turning,range_error_m,lateral_error_m,yaw_error_rad,cmd_face_yaw_error_rad,cmd_face_blend,target_reached
1782601423.11115,TRACKING,Tracking AprilTag,Walk,4,74.75798797607422,-0.9555025756620479,-0.07905615902389565,2.1621252883124766,2.365168241528862,-0.4161205707229575,-0.8777878962123415,-0.769109917955919,-0.023784273049236027,0.6386738153841591,0.0003536656741111386,0.0006716138484315727,2.098062739254085,1.939277235154239,-2.0396227285340505,-2.403039370480368e-06,4.080708317103642e-07,-6.901762854116811e-06,-2.0330091138874082e-06,1.3446166601013865e-06,0.2787391571531705,0.6486620893855696,-0.2989411849652352,0.6420094578704183,0.18,0.12,0.16,1.6621252883124766,-0.9555025756620479,-0.4161205707229575,-0.8777878962123415,-0.16212528831247663,False
1782601423.161123,TRACKING,Tracking AprilTag,Walk,4,74.5843276977539,-0.9560643227492117,-0.0791672575112491,2.1635096337547317,2.3666643993699856,-0.416101223158503,-0.875817230068,-0.7678503546552197,-0.02375458364542488,0.640188685163746,-0.001141022168349685,-0.0039396674827819325,2.0980617183783736,1.9392818491980681,-2.039649767934073,-6.057972659591558e-06,-2.5874341885734535e-06,-3.394116287669391e-05,-6.586888232381319e-06,8.216957267799014e-08,0.2787391571531705,0.6486620893855696,-0.2989411849652352,0.6420094578704183,0.18,0.12,0.16,1.6635096337547317,-0.9560643227492117,-0.416101223158503,-0.875817230068,-0.1635096337547317,False
1782601423.211147,TRACKING,Tracking AprilTag,Walk,4,75.08032989501953,-0.9555641872428563,-0.07910606341659429,2.162312715103602,2.3653661372204264,-0.4161123615434255,-0.8762955966867086,-0.7682010263157869,-0.021176458371198036,0.6398583755630807,0.0003921601723670396,-0.0027619161623344923,2.0980512167206378,1.9392884294767687,-2.039622509790085,-7.183253923047062e-06,-1.4929177382175651e-05,-6.683018888509196e-06,-1.2604990251841416e-05,-1.0751450831511943e-05,0.2787391571531705,0.6486620893855696,-0.2989411849652352,0.6420094578704183,0.18,0.12,0.16,1.6623127151036021,-0.9555641872428563,-0.4161123615434255,-0.8762955966867086,-0.16231271510360212,False
1782601423.2610602,TRACKING,Tracking AprilTag,Walk,4,74.69213104248047,-0.9551870672261097,-0.07903979543456084,2.161408145880932,2.364384654775699,-0.4161211190074004,-0.8790985247396557,-0.7699331093405913,-0.02449471431022606,0.6376543076871584,0.0010660205245768338,0.0037510892118780416,2.0980375942503398,1.9392850820776324,-2.0396103200308353,1.9580566172292143e-06,-2.556934747500535e-05,5.506740361038709e-06,-8.544840099928498e-06,-2.4178734947893605e-05,0.2787391571531705,0.6486620893855696,-0.2989411849652352,0.6420094578704183,0.18,0.12,0.16,1.661408145880932,-0.9551870672261097,-0.4161211190074004,-0.8790985247396557,-0.161408145880932,False
1782601423.311086,TRACKING,Tracking AprilTag,Walk,4,74.73222351074219,-0.9553973731265779,-0.07904181713740698,2.1621259746522568,2.365125890877591,-0.416079745694961,-0.8763365987405364,-0.7681182094170185,-0.027059192178398073,0.6397360521970339,0.00017025130527510116,-0.002772026087409299,2.098022541239926,1.9392815794969838,-2.0395997698803066,1.1884170851115838e-05,-3.7415589492257945e-05,1.6056890889792896e-05,-4.254387673267425e-06,-3.902640182488291e-05,0.2787391571531705,0.6486620893855696,-0.2989411849652352,0.6420094578704183,0.18,0.12,0.16,1.6621259746522568,-0.9553973731265779,-0.416079745694961,-0.8763365987405364,-0.16212597465225675,False
1782601423.361056,TRACKING,Tracking AprilTag,Walk,4,74.92940521240234,-0.955195518922286,-0.07905122697909688,2.1617041688194902,2.3646590640825327,-0.4160737594379087,-0.8768799216243102,-0.7685204354947766,-0.024285617297048367,0.6393641755833841,0.0008625869642124611,-0.001395231131897566,2.0980511198818728,1.9392390165860176,-2.039493522422584,3.694185451706363e-05,7.3108306051443085e-06,0.0001223043486122677,3.674443286050235e-05,-8.245939185868656e-06,0.2787391571531705,0.6486620893855696,-0.2989411849652352,0.6420094578704183,0.18,0.12,0.16,1.6617041688194902,-0.955195518922286,-0.4160737594379087,-0.8768799216243102,-0.16170416881949023,False
1782601423.4110703,TRACKING,Tracking AprilTag,Walk,4,74.8846435546875,-0.9551800133359905,-0.07895243133340252,2.1616818019332844,2.364629052747921,-0.41607158341503514,-0.877587740994875,-0.7690132905182706,-0.022012106501509473,0.6388536813493589,0.0010622205452559623,0.0003573928699699021,2.098287049931485,1.9388877085585903,-2.0384884343561276,0.00024374345961945433,0.00037651729665371953,0.001127392415068762,0.00037514025789737906,0.0002458575516256792,0.2785576167886675,0.6487877884451216,-0.2986987240498989,0.6420740860247112,0.18,0.12,0.16,1.6616818019332844,-0.9551800133359905,-0.41607158341503514,-0.877587740994875,-0.1616818019332844,False
1782601423.4611425,TRACKING,Tracking AprilTag,Walk,4,75.059326171875,-0.9541726489035868,-0.07843468801518354,2.160648470954142,2.36326030289433,-0.4158582950822192,-0.8840716877650784,-0.7732128470694076,-0.017163679387650302,0.633914269626973,0.0027677598307296754,0.01641148905810861,2.0988011656261567,1.9376777099350797,-2.034449650654162,0.0010908913333756611,0.0013818789710751125,0.0051661761170342935,0.0015563851174232922,0.0008229816268890964,0.2784441394606144,0.6488688396768505,-0.2985858680932323,0.6420938945913336,0.18,0.12,0.16,1.660648470954142,-0.9541726489035868,-0.4158582950822192,-0.8840716877650784,-0.16064847095414203,False
1782601423.511039,TRACKING,Tracking AprilTag,Walk,4,75.64639282226562,-0.9492427278757051,-0.07423430834829019,2.170903168691963,2.37052590300078,-0.4122065095505123,-0.8932648850359354,-0.7791070923592304,-0.006301221966361425,0.6268591813456006,-0.0032364326505271886,0.04733772395320377,2.09914418869709,1.9355607730461044,-2.0272763946084216,0.0028244262934033052,0.0026443935893899918,0.012339432162774777,0.00365231993508994,0.001277012307779151,0.2742415055558185,0.6500494177986795,-0.29670330703468367,0.643579442372702,0.18,0.12,0.16,1.670903168691963,-0.9492427278757051,-0.4122065095505123,-0.8932648850359354,-0.1709031686919631,False
1782601423.5610242,TRACKING,Tracking AprilTag,Walk,4,74.05440521240234,-0.9222953362835903,-0.06482013683494112,2.1725367028809126,2.3610900158262558,-0.40146793445020823,-0.9463809943444205,-0.8113025006790998,-0.002515852405252675,0.5846211789513911,0.013771850590271278,0.19782399874484255,2.0999636763767575,1.9327158544139573,-2.0192842149153605,0.00499211278097553,0.004660889900386254,0.020331611855835874,0.006450134406755815,0.002245183915915715,0.2720241501984397,0.6507950445514836,-0.29375190372562043,0.6451189741075852,0.18,0.12,0.16,1.6725367028809126,-0.9222953362835903,-0.40146793445020823,-0.9463809943444205,-0.1725367028809126,False
