stamp_sec,state,message,requested_mode,tag_fresh,command_source,open_loop_step,tag_id,tag_margin,tag_x_camera_m,tag_y_camera_m,tag_z_camera_m,tag_range_m,tag_bearing_rad,tag_rotation_camera_tag_00,tag_rotation_camera_tag_01,tag_rotation_camera_tag_02,tag_rotation_camera_tag_10,tag_rotation_camera_tag_11,tag_rotation_camera_tag_12,tag_rotation_camera_tag_20,tag_rotation_camera_tag_21,tag_rotation_camera_tag_22,mpc_x_tag_m,mpc_y_tag_m,mpc_theta_tag_rad,odom_x,odom_y,odom_yaw,odom_mpc_x_tag_m,odom_mpc_y_tag_m,odom_mpc_theta_tag_rad,tag_minus_odom_x_m,tag_minus_odom_y_m,tag_minus_odom_theta_rad,cmd_vx_body_mps,cmd_vy_body_mps,cmd_omega_radps,cmd_xdot_tag_mps,cmd_ydot_tag_mps,cmd_thetadot_radps,cmd_heading,cmd_lateral,cmd_turning,range_error_m,lateral_error_m,yaw_error_rad,solver_status,solve_time_ms,target_reached,mpc_predicted_states_json,mpc_predicted_controls_json
1784751902.370034,TRACKING,MPC tracking AprilTag,Walk,True,fresh_solve,0,11,69.4845962524414,-0.20161607676956836,-0.060457150203865745,3.4431656797614822,3.449593310480248,-0.05848865222591676,0.9996833487661424,0.012678715894911555,0.021735969335814002,-0.012226377608121591,0.9997085068009097,-0.0208186723995336,-0.021993587481239904,0.0205463279724528,0.99954696263685,3.4400727062842784,0.0019725740613035225,0.017760661747426548,-5.292714628182324,-1.4919987278975848,2.7198430471004684,3.4400211169973187,0.25196310260334565,-0.13116032930269172,5.158928695969678e-05,-0.24999052854204212,0.14892099105011827,0.06001832671770625,-0.0004989289729333695,-0.037249070457554025,-0.06000000000000466,-0.0015647594424718458,-0.037249070457554025,0.10882254186277869,0.0,0.06944386595821592,2.9400727062842784,0.0019725740613035225,0.017760661747426548,optimal,31.59573199991428,False,"[[3.4400727062842678,0.0019725740613035225,0.017760661747426548],[3.4280727062842558,0.0016596221728091534,0.010310847655915743],[3.4040727062842433,0.0013320226933326673,0.004125408241693168],[3.368072706284231,0.0010714418752471842,0.000807310999878706],[3.3280727062842197,0.0008725245934852483,-0.00043251550410421195],[3.2880727062842086,0.0007103834757870908,-0.0006415623706438334],[3.2480727062841974,0.0005651741802218087,-0.0004993981744162516],[3.2080727062841863,0.00042609342636060736,-0.0003158928683989669],[3.168072706284175,0.00028870642133753215,-0.00018204175400291227],[3.1280727062841636,0.00015173025801858578,-9.573978571165488e-05],[3.0880727062841524,1.4958143880368907e-05,-3.045672718594658e-05]]","[[-0.06000000000000467,-0.001564759442471846,-0.037249070457554025],[-0.12000000000000782,-0.0016379973973824308,-0.03092719707111289],[-0.18000000000000943,-0.0013029040904274157,-0.016590486209072313],[-0.2000000000000015,-0.000994586408809679,-0.006199132519914592],[-0.20000000000000154,-0.0008107055884907873,-0.001045234332698108],[-0.20000000000000154,-0.0007260464778264108,0.0007108209811379094],[-0.20000000000000154,-0.0006954037693060066,0.0009175265300864238],[-0.20000000000000154,-0.0006869350251153761,0.0006692555719802733],[-0.20000000000000154,-0.0006848808165947318,0.0004315098414562871],[-0.20000000000000154,-0.0006838605706910843,0.00032641529262854177]]"
1784751902.5814524,TRACKING,MPC tracking AprilTag,Walk,True,fresh_solve,0,11,69.53577423095703,-0.20106703753550886,-0.06046102288495876,3.4433800843894127,3.449775339705651,-0.05832611421963426,0.9906693356425611,0.013489792489841453,-0.13561818799890948,-0.014859704702749926,0.9998482328679316,-0.00909397641417209,0.13547492976072587,0.011024369798562804,0.9907194389315636,3.439318924932043,0.2519714376860669,-0.13420613698742634,-5.292812618814693,-1.4920465400700218,2.7201987417475912,3.4399628362941645,0.25205525208790813,-0.13151602394981454,-0.0006439113621214965,-8.381440184124234e-05,-0.0026901130376117965,0.11412045186705251,-0.0516109666158907,0.11275092954244598,-0.12000000000000755,-0.03587714327207537,0.11275092954244598,0.17536815579647458,-0.1,-0.1615561340417841,2.939318924932043,0.2519714376860669,-0.13420613698742634,optimal,7.857431000047654,False,"[[3.439318924932033,0.2519714376860669,-0.1342061369874263],[3.4153189249320213,0.24479600903165183,-0.11165595107893711],[3.3793189249320092,0.231267021587945,-0.08672106922595738],[3.339318924931999,0.21237539694992977,-0.0691402443763517],[3.2993189249319888,0.18920907079650737,-0.05786480341858522],[3.259318924931978,0.1627487864789386,-0.0497384062821773],[3.219318924931968,0.13380895862358178,-0.04244836389166768],[3.1793189249319576,0.10305203435020105,-0.03485891964293958],[3.139318924931947,0.0710262419900392,-0.026567340868577097],[3.0993189249319366,0.03820213893323516,-0.01748731806972942],[3.0593189249319264,0.004998590365400997,-0.007742641970831524]]","[[-0.12000000000000755,-0.03587714327207536,0.11275092954244598],[-0.18000000000000901,-0.06764493721853415,0.12467440926489859],[-0.2000000000000014,-0.09445812319007617,0.08790412424802838],[-0.20000000000000143,-0.11583163076711203,0.05637720478883237],[-0.20000000000000143,-0.1323014215878438,0.040631985682039656],[-0.20000000000000143,-0.14469913927678416,0.036450211952548106],[-0.20000000000000143,-0.1537846213669036,0.03794722124364048],[-0.20000000000000143,-0.16012896180080927,0.04145789387181241],[-0.20000000000000143,-0.1641205152840202,0.04540011399423841],[-0.20000000000000143,-0.16601774283917078,0.0487233804944895]]"
1784751902.7847924,TRACKING,MPC tracking AprilTag,Walk,True,fresh_solve,0,11,70.09910583496094,-0.17577901803072948,-0.04298679685274536,3.4278636288777853,3.4326367687343047,-0.05123458937375915,0.9993987288149347,0.010219919597391951,0.03313207036264524,-0.013585154365635786,0.9945893309397401,0.10299274907342756,-0.03190022607998693,-0.10338092679146871,0.9941301522194074,3.4282844784673645,0.00221507442134819,0.07830768118557069,-5.298561789205782,-1.4916808633216647,2.7267870629720687,3.4348782517790597,0.2547633288923604,-0.13810434517429201,-0.006593773311695195,-0.25254825447101226,0.2164120263598627,0.18224106983023,-0.021508957468702815,-0.03724907045755402,-0.18000000000000893,-0.03569933870891758,-0.03724907045755402,0.25915651589118294,-0.1,0.0694438659582159,2.9282844784673645,0.00221507442134819,0.07830768118557069,optimal,10.448897999822293,False,"[[3.4282844784673547,0.00221507442134819,0.07830768118557069],[3.392284478467343,-0.0049247933204353235,0.07085786709405988],[3.352284478467333,-0.01029290778348808,0.04151546393185573],[3.312284478467323,-0.013453051221170218,0.019016564779116202],[3.272284478467313,-0.01462915590428674,0.007391528462412745],[3.232284478467303,-0.01424823795869511,0.003025957394762014],[3.192284478467293,-0.012722537107387636,0.001957938085326592],[3.152284478467283,-0.01038519023974302,0.0017994947928731753],[3.1122844784672727,-0.007494579308794272,0.001561581528888641],[3.0722844784672625,-0.004257867990955074,0.0010428201449244133],[3.0322844784672527,-0.0008536156742174511,0.0003589917451624732]]","[[-0.18000000000000893,-0.035699338708917575,-0.03724907045755402],[-0.2000000000000014,-0.026840572315263787,-0.14671201581102075],[-0.2000000000000014,-0.015800717188410692,-0.11249449576369762],[-0.2000000000000014,-0.005880523415582613,-0.058125181583517295],[-0.2000000000000014,0.0019045897279581544,-0.021827855338253654],[-0.2000000000000014,0.007628504256537367,-0.00534009654717711],[-0.2000000000000014,0.011686734338223089,-0.0007922164622670819],[-0.2000000000000014,0.014453054654743737,-0.001189566319922672],[-0.2000000000000014,0.01618355658919599,-0.002593806919821138],[-0.2000000000000014,0.017021261583688115,-0.003419141998809701]]"
1784751903.019006,TRACKING,MPC tracking AprilTag,Walk,True,fresh_solve,0,11,69.4652099609375,-0.17411194419208628,-0.02692557378705328,3.4400446305711507,3.4445532389492133,-0.05057012816442909,0.9916026254200083,0.01198379062673938,-0.1287657641702998,-0.011919226467665849,0.9999281544143778,0.001272025891556828,0.12877175661052112,0.0002734440907578784,0.9916742206631021,3.4228829609557083,-0.2477265659841098,0.03207757434111249,-5.314828286149872,-1.4768702960012292,2.711143099718777,3.41325746054783,0.2507021451091715,-0.1224603819210004,0.009625500407878462,-0.4984287110932813,0.1545379562621129,0.199305589763002,0.02484844826105876,0.06759280306454112,-0.20000000000000137,0.01844352167456119,0.06759280306454112,0.28014587540849245,0.1,-0.10646321973874015,2.9228829609557083,-0.2477265659841098,0.03207757434111249,optimal,41.90491100007421,False,"[[3.4228829609556986,-0.2477265659841098,0.03207757434111248],[3.3828829609556887,-0.24403786164919758,0.0455961349540207],[3.3428829609556785,-0.23235459863662522,0.057076871881638694],[3.3028829609556687,-0.2145840235949657,0.06113854635019102],[3.2628829609556584,-0.19208194400985934,0.05904649104758067],[3.2228829609556486,-0.16588778037128332,0.053273779231318645],[3.1828829609556384,-0.1368484759805752,0.045644214686713536],[3.1428829609556286,-0.1056807663626296,0.037102795577146463],[3.1028829609556183,-0.07300639258654777,0.0279734159206606],[3.0628829609556085,-0.03937671460262998,0.018262587515868903],[3.0228829609555983,-0.0052908117509149945,0.007986826400797216]]","[[-0.2000000000000014,0.018443521674561196,0.06759280306454112],[-0.20000000000000137,0.058416315062861726,0.05740368463808997],[-0.20000000000000137,0.08885287520829767,0.020308372342761616],[-0.20000000000000137,0.11251039792553172,-0.01046027651305174],[-0.20000000000000137,0.13097081819288012,-0.02886355908131009],[-0.20000000000000137,0.14519652195354055,-0.03814782272302559],[-0.20000000000000137,0.1558385480897281,-0.04270709554783536],[-0.20000000000000137,0.1633718688804091,-0.04564689828242929],[-0.20000000000000137,0.16814838991958897,-0.04855414202395851],[-0.20000000000000137,0.17042951425857492,-0.05137880557535846]]"
1784751903.2309108,TRACKING,MPC tracking AprilTag,Walk,True,fresh_solve,0,11,68.3593978881836,-0.20224844095126565,-0.024503333177523828,3.3718627189846693,3.37801169934071,-0.05990944287763802,0.9914704970350059,-0.0023955385423143575,0.13030930474931837,-0.009545383220501432,0.9958112269841741,0.09093341449350402,-0.12998130314907683,-0.09140164991599399,0.9872945858376322,3.3457706985112035,-0.48553678229259767,0.088919834965077,-5.344521183057984,-1.4596433687292283,2.7316712587192575,3.378941814290855,0.2516357253128713,-0.14298854092148083,-0.03317111577965148,-0.7371725076054689,0.2319083758865578,0.19224385031949856,0.09589415053611017,0.11022082725215937,-0.20000000000000137,0.07844352167456141,0.11022082725215937,0.27145993589298323,0.1529498051594155,-0.15846940924763442,2.8457706985112035,-0.48553678229259767,0.088919834965077,optimal,7.238803999825905,False,"[[3.345770698511194,-0.48553678229259717,0.08891983496507698],[3.3057706985111843,-0.4698480779576844,0.11096400041550884],[3.2657706985111745,-0.4421593736227716,0.1226761190073565],[3.2257706985111647,-0.4024706692878588,0.12307373158288061],[3.1857706985111554,-0.36247066928785826,0.11655323692389993],[3.1457706985111455,-0.3224706692878578,0.10701360736795199],[3.1057706985111357,-0.28247066928785725,0.09647190580523311],[3.065770698511126,-0.24247066928785674,0.08524975418312396],[3.025770698511116,-0.20247066928785623,0.07241350630712792],[2.9857706985111068,-0.16247066928785572,0.056360699111457746],[2.9457706985110965,-0.12247066928785522,0.036330692711171064]]","[[-0.20000000000000134,0.0784435216745614,0.11022082725215937],[-0.20000000000000134,0.13844352167456153,0.058560592959238246],[-0.20000000000000134,0.1984435216745616,0.00198806287762052],[-0.20000000000000134,0.20000000000000007,-0.03260247329490339],[-0.20000000000000134,0.20000000000000007,-0.047698147779739686],[-0.20000000000000134,0.20000000000000007,-0.05270850781359441],[-0.20000000000000134,0.20000000000000007,-0.056110758110545736],[-0.20000000000000134,0.20000000000000007,-0.06418123937998012],[-0.20000000000000134,0.20000000000000007,-0.08026403597835091],[-0.20000000000000134,0.20000000000000007,-0.10015003200143344]]"
1784751903.4320087,TRACKING,MPC tracking AprilTag,Walk,True,fresh_solve,0,11,69.60699462890625,-0.15358640981448798,-0.06004638711709209,3.361074557007702,3.3651176103741216,-0.04566386141593347,0.9986474718643849,0.01952705490346193,0.04818631616620805,-0.020171145929967053,0.9997130998773843,0.012916764510623732,-0.04792026513641753,-0.01387126743841811,0.9987548428562973,3.3445608975887775,-0.3278948028532378,0.05367549778787311,-5.379956945933264,-1.440559444300044,2.7300269373093244,3.3387637581014604,0.25400495789194244,-0.14134421951154771,0.005797139487317082,-0.5818997607451802,0.19501971729942083,0.19397963980677188,0.11742327073149696,0.09472979450392874,-0.20000000000000134,0.10684720477788293,0.09472979450392874,0.2735949569623294,0.17943062299974125,-0.13957034929479306,2.8445608975887775,-0.3278948028532378,0.05367549778787311,optimal,8.080211000105919,False,"[[3.344560897588768,-0.3278948028532378,0.0536754977878731],[3.3045608975887584,-0.3065253618976612,0.07262145668865884],[3.2645608975887486,-0.28101555165544645,0.08018859509072704],[3.2245608975887388,-0.25230187703218276,0.07865185350195053],[3.1845608975887294,-0.22104168215222222,0.0720273889321352],[3.1445608975887196,-0.1877615708625041,0.06317471737116702],[3.10456089758871,-0.15291303217351865,0.053522377952745746],[3.0645608975887,-0.11689186519245814,0.04353141772464817],[3.02456089758869,-0.08004814787532077,0.033142286709741564],[2.984560897588681,-0.042694091874606856,0.022085770602507406],[2.9445608975886706,-0.005106927314785709,0.010245400467221543]]","[[-0.20000000000000134,0.10684720477788293,0.09472979450392874],[-0.20000000000000134,0.12754905121107374,0.03783569201034099],[-0.20000000000000134,0.14356837311631843,-0.007683707943882578],[-0.20000000000000134,0.15630097439980278,-0.033122322849076596],[-0.20000000000000134,0.1664005564485906,-0.04426335780484089],[-0.20000000000000134,0.17424269344492735,-0.04826169709210635],[-0.20000000000000134,0.18010583490530255,-0.049954801140487864],[-0.20000000000000134,0.18421858658568685,-0.05194565507453303],[-0.20000000000000134,0.18677028000356954,-0.055282580536170765],[-0.20000000000000134,0.18793582279910573,-0.059201850676429336]]"
1784751903.6819696,TRACKING,MPC tracking AprilTag,Walk,True,fresh_solve,0,11,68.88257598876953,-0.2570501587996331,-0.06340196443269804,3.3012473696825397,3.3118467339339133,-0.0777077640144876,0.9980955366293176,0.02849497024051107,0.05471139215581092,-0.0300929261833891,0.9991376087082589,0.028608646568184855,-0.053849006995074986,-0.03020058833424622,0.9980922847662479,3.2923910267047622,-0.53948498118281,0.09432960923479274,-5.426347619100404,-1.4218708710038492,2.6985648570713527,3.289470698933042,0.26246377852879144,-0.10988213927357604,0.0029203277717204656,-0.8019487597116014,0.20421174850836873,0.1833955506615202,0.1849434014496087,0.12821041421866844,-0.20000000000000132,0.16684720477788298,0.12821041421866844,0.26057652731366987,0.2624803837830187,-0.18041670534677548,2.7923910267047622,-0.53948498118281,0.09432960923479274,optimal,8.213643000090087,False,"[[3.292391026704753,-0.5394849811828094,0.09432960923479272],[3.2523910267047436,-0.5061155402272323,0.1199716920785264],[3.212391026704734,-0.46611554022723173,0.13288103175777594],[3.1723910267047244,-0.42611554022723114,0.133473695694523],[3.132391026704715,-0.3861155402272306,0.12689971911736928],[3.0923910267047057,-0.34611554022723,0.11733404981897017],[3.052391026704696,-0.3061155402272295,0.10680573038760362],[3.0123910267046865,-0.2661155402272289,0.09548683968023776],[2.972391026704677,-0.22611554022722835,0.08215953085848478],[2.9323910267046673,-0.1861155402272278,0.06486310423555355],[2.892391026704658,-0.14611554022722725,0.04269550308078687]]","[[-0.20000000000000132,0.16684720477788298,0.12821041421866844],[-0.20000000000000132,0.20000000000000007,0.06454669839624781],[-0.20000000000000132,0.20000000000000007,0.0029633196837351218],[-0.20000000000000132,0.20000000000000007,-0.032869882885768434],[-0.20000000000000132,0.20000000000000007,-0.04782834649199563],[-0.20000000000000132,0.20000000000000007,-0.05264159715683274],[-0.20000000000000132,0.20000000000000007,-0.05659445353682927],[-0.20000000000000132,0.20000000000000007,-0.06663654410876485],[-0.20000000000000132,0.20000000000000007,-0.08648213311465613],[-0.20000000000000132,0.20000000000000007,-0.1108380057738335]]"
1784751903.9057345,TRACKING,MPC tracking AprilTag,Walk,True,fresh_solve,0,11,69.51207733154297,-0.3133422475194938,-0.05048163172151909,3.2862221777732143,3.3015129805757786,-0.09506289440929894,0.9983910583191086,0.02999643971877935,-0.04811972851801966,-0.0278229231764233,0.9985895248252568,0.04521997186185223,0.04940829499556856,-0.04380838405448776,0.9978174411545255,3.26602386506655,-0.4844211583176937,0.05983280352011919,-5.467948565562346,-1.4074848990053261,2.6757376860524618,3.246513275918157,0.2720687118857675,-0.08705496825468506,0.019510589148393098,-0.7564898702034613,0.14688777177480425,0.1876826883456388,0.2,0.1700445393013884,-0.1993062618932516,0.18841922798585287,0.1700445393013884,0.26584970666513574,0.281,-0.23145433794769385,2.76602386506655,-0.4844211583176937,0.05983280352011919,optimal,29.26981199993861,False,"[[3.2660238650665407,-0.48442115831769345,0.05983280352011918],[3.2260238650665314,-0.44442115831769313,0.09384171138039686],[3.186023865066522,-0.4044211583176928,0.11206834346492774],[3.1460238650665127,-0.3644211583176925,0.11494511941646254],[3.1060238650665033,-0.3244211583176922,0.10881841763162906],[3.066023865066494,-0.2844211583176919,0.09889579131113996],[3.0260238650664846,-0.24442115831769157,0.08785393091969719],[2.986023865066475,-0.20442115831769125,0.07632055233684576],[2.946023865066466,-0.16442115831769094,0.06358312834921571],[2.9060238650664565,-0.12442115831769064,0.048287133744909054],[2.8660238650664467,-0.08442115831769031,0.029768883118489672]]","[[-0.20000000000000132,0.20000000000000004,0.1700445393013884],[-0.20000000000000132,0.20000000000000004,0.09113316042265426],[-0.20000000000000132,0.20000000000000004,0.014383879757674068],[-0.20000000000000132,0.20000000000000004,-0.03063350892416736],[-0.20000000000000132,0.20000000000000004,-0.04961313160244548],[-0.20000000000000132,0.20000000000000004,-0.05520930195721383],[-0.20000000000000132,0.20000000000000004,-0.05766689291425708],[-0.20000000000000132,0.20000000000000004,-0.06368711993815022],[-0.20000000000000132,0.20000000000000004,-0.07647997302153323],[-0.20000000000000132,0.20000000000000004,-0.09259125313209694]]"
1784751904.1042428,TRACKING,MPC tracking AprilTag,Walk,True,fresh_solve,0,11,64.62574005126953,-0.37205744628056364,-0.037017334724018074,3.25465416910683,3.276060253854827,-0.11382141711151149,0.9998797822410713,0.011257310199573406,0.010662740389713985,-0.010962653962159886,0.9995671494173868,-0.027300806283067393,-0.010965458661350997,0.027180632308138317,0.9995703936910477,3.2445387056699095,-0.37350680606781034,0.010969731480819367,-5.511764275690163,-1.409722476911285,2.6496705678663734,3.2104012091340612,0.29698340316362776,-0.06098785006859675,0.0341374965358483,-0.6704902092314381,0.07195758154941612,0.1978835175301233,0.1940276476978081,0.2126999768128392,-0.20000000000000132,0.19184528813926813,0.2126999768128392,0.2783967265620516,0.273654006668304,-0.28349397171166385,2.7445387056699095,-0.37350680606781034,0.010969731480819367,optimal,27.929588999995758,False,"[[3.2445387056699007,-0.37350680606781034,0.010969731480819358],[3.2045387056698913,-0.3351377484399567,0.05350972684338719],[3.164538705669882,-0.29721571812020825,0.0770170155454896],[3.1245387056698726,-0.25988529700425067,0.08237403600765707],[3.084538705669863,-0.22297905833471057,0.07715552671195684],[3.044538705669854,-0.18631341591941145,0.06752084869353894],[3.0045387056698445,-0.14977097890751678,0.0567446092283487],[2.964538705669835,-0.11329701837313734,0.045958512649931595],[2.9245387056698258,-0.07687564095176776,0.03512762518205739],[2.884538705669817,-0.04050729455693946,0.023755024283973355],[2.8445387056698075,-0.004185883425688229,0.011510655537547085]]","[[-0.20000000000000132,0.19184528813926816,0.2126999768128392],[-0.20000000000000126,0.1896101515987424,0.11753644351051211],[-0.20000000000000126,0.18665210557978792,0.026785102310837305],[-0.20000000000000126,0.18453119334770032,-0.026092546478501105],[-0.20000000000000126,0.18332821207649563,-0.04817339009208955],[-0.20000000000000126,0.18271218505947334,-0.053881197325951126],[-0.20000000000000126,0.18236980267189726,-0.05393048289208555],[-0.20000000000000126,0.18210688710684786,-0.05415443733937098],[-0.20000000000000126,0.18184173197414152,-0.056863004490420206],[-0.20000000000000126,0.18160705565625618,-0.06122184373213137]]"
1784751904.369465,TRACKING,MPC tracking AprilTag,Walk,True,fresh_solve,0,11,67.73462677001953,-0.4650880484795388,-0.03522169306895022,3.165080672695021,3.19926290341521,-0.14589937868447533,0.9532941025653786,0.0177378339762049,-0.30152234288672863,-0.017320021006475773,0.9998417571788113,0.004059245486801946,0.3015466313630524,0.0013527185292865043,0.9534504702742432,3.1998027441342596,-0.37043317828170547,-0.009248185594493806,-5.579900058645542,-1.411190755514342,2.5925520791359355,3.153188752426569,0.33401549139116526,-0.00386936133815885,0.04661399170769043,-0.7044486696728707,-0.005378824256334956,0.2,0.19279767164792003,0.2634729988537751,-0.1982084439343433,0.19463903756951087,0.2634729988537751,0.281,0.27214113612694163,-0.3454370586016057,2.6998027441342596,-0.37043317828170547,-0.009248185594493807,optimal,43.88638799991895,False,"[[3.1998027441342507,-0.37043317828170547,-0.009248185594493814],[3.1598027441342413,-0.3315020569447272,0.04344641417626121],[3.1198027441342324,-0.2933208110490274,0.07349715092967522],[3.0798027441342235,-0.25602239308275254,0.08189124659204208],[3.039802744134214,-0.21937000139644042,0.07762310024428105],[2.9998027441342052,-0.18311215692244573,0.06804492379113686],[2.959802744134196,-0.14708152326994378,0.05709263440967194],[2.919802744134187,-0.11119002063038366,0.04615696482032809],[2.8798027441341776,-0.07539921050944998,0.035248669334345104],[2.8398027441341687,-0.03969264028682175,0.023835669840800582],[2.799802744134159,-0.004049213996067864,0.011546863235167666]]","[[-0.20000000000000126,0.19465560668489135,0.2634729988537751],[-0.20000000000000126,0.19090622947849908,0.15025368376707005],[-0.20000000000000126,0.18649208983137433,0.0419704783118343],[-0.20000000000000126,0.18326195843156057,-0.021340731738805106],[-0.20000000000000126,0.18128922236997347,-0.04789088226572102],[-0.20000000000000126,0.18015316826250968,-0.05476144690732454],[-0.20000000000000126,0.17945751319780065,-0.054678347946719254],[-0.20000000000000126,0.17895405060466843,-0.0545414774299149],[-0.20000000000000126,0.17853285111314118,-0.05706499746772263],[-0.20000000000000126,0.1782171314537694,-0.06144403302816459]]"
