stamp_sec,state,message,requested_mode,tag_id,tag_margin,tag_x_camera_m,tag_y_camera_m,tag_z_camera_m,tag_range_m,tag_bearing_rad,tag_face_yaw_error_rad,tag_face_normal_x_camera,tag_face_normal_y_camera,tag_face_normal_z_camera,tag_rotation_camera_tag_00,tag_rotation_camera_tag_01,tag_rotation_camera_tag_02,tag_rotation_camera_tag_10,tag_rotation_camera_tag_11,tag_rotation_camera_tag_12,tag_rotation_camera_tag_20,tag_rotation_camera_tag_21,tag_rotation_camera_tag_22,tag_aligned_rel_x_m,tag_aligned_rel_y_m,odom_x,odom_y,odom_yaw,odom_rel_x,odom_rel_y,odom_rel_yaw,odom_tag_aligned_rel_x_m,odom_tag_aligned_rel_y_m,imu_x,imu_y,imu_z,imu_w,cmd_heading,cmd_lateral,cmd_turning,range_error_m,lateral_error_m,yaw_error_rad,cmd_face_yaw_error_rad,cmd_face_blend,target_reached
1782605728.7659209,TRACKING,Tracking AprilTag,Walk,2,70.59888458251953,1.421123779490453,-0.09013088194228927,4.407781128255569,4.6320892529309985,0.31188982627165773,0.09076768726073768,0.09063846367502963,0.010117263818281957,0.9958324707878639,0.9958814688340797,0.002183789254087593,0.09063846367502963,-0.0031135032097570382,0.9999439719657267,0.010117263818281957,-0.09061129140807324,-0.010357798699512179,0.9958324707878639,0.0,0.0,0.17452662928207502,-2.6799535318638195,-1.5932006624233974,9.538054756626675e-07,1.243348905743953e-06,1.0114622701395957e-05,8.371780763147002e-07,1.3246864743616846e-06,-0.1598499865643413,0.694453282599876,0.1317129709835237,0.6890822253957287,0.5,-0.4,-0.23531700001412315,3.907781128255569,1.421123779490453,0.31188982627165773,0.09076768726073768,-1.0,False
1782605728.8159106,TRACKING,Tracking AprilTag,Walk,2,70.04468536376953,1.4208831895648892,-0.090090910617521,4.406378525425215,4.630679984612678,0.31193333069161155,0.10307070540855136,0.10288489573861952,0.008141644101850736,0.9946599478516124,0.9946917841247646,0.0017183781732509479,0.10288489573861952,-0.0025696077838503672,0.9999635547094484,0.008141644101850736,-0.10286715564518197,-0.008362800326309365,0.9946599478516124,-0.010908897643786206,-0.055830266272462986,0.17451938948687662,-2.6799523024637195,-1.5932064778081507,-1.1302336572019082e-07,-6.022181724822809e-06,4.299237948091061e-06,4.3331113918874007e-07,-6.007635846540925e-06,-0.1598499865643413,0.694453282599876,0.1317129709835237,0.6890822253957287,0.5,-0.4,-0.22920464491817472,3.9063785254252146,1.4208831895648892,0.31193333069161155,0.10307070540855136,-1.0,False
1782605728.8659458,TRACKING,Tracking AprilTag,Walk,2,70.69166564941406,1.4214984399496402,-0.09013164763377955,4.409502103218173,4.633841853901569,0.31185280688047745,0.0829256135777824,0.08283060161977593,-0.00025965724117450013,0.9965636076103839,0.996558753844688,0.0031211489597294884,0.08283060161977593,-0.003110329601525218,0.9999951292020811,-0.00025965724117450013,-0.08283100859758213,1.133224561481258e-06,0.9965636076103839,0.00566587381044875,0.03563295913283441,0.17451090121025137,-2.6799445342440547,-1.5932044841356345,-7.68904758287184e-06,-1.4682431945772201e-05,6.292910464278378e-06,-6.3265339750963725e-06,-1.531894997824102e-05,-0.1598499865643413,0.694453282599876,0.1317129709835237,0.6890822253957287,0.5,-0.4,-0.23920471940353855,3.9095021032181734,1.4214984399496402,0.31185280688047745,0.0829256135777824,-1.0,False
1782605728.9159842,TRACKING,Tracking AprilTag,Walk,2,70.70259094238281,1.4205303119046058,-0.09010080620850457,4.406051632896279,4.63026084730301,0.31188245450182656,0.09000695268681037,0.08987739808465268,0.013404464316002403,0.9958626279010242,0.9959524501987,0.0008776427170480984,0.08987739808465268,-0.002090782871040704,0.9999079702469559,0.013404464316002403,-0.08985736235941984,-0.013538123203532735,0.9958626279010242,0.002859915178208151,0.002846861916009239,0.17449421757344394,-2.679944045688499,-1.5932245005504286,-7.803557181486855e-06,-3.137282772313238e-05,-1.3723504329821168e-05,-4.927702926901225e-06,-3.1951018260679704e-05,-0.1598499865643413,0.694453282599876,0.1317129709835237,0.6890822253957287,0.5,-0.4,-0.2356907327082387,3.906051632896279,1.4205303119046058,0.31188245450182656,0.09000695268681037,-1.0,False
1782605728.9659066,TRACKING,Tracking AprilTag,Walk,2,71.18568420410156,1.42106202529043,-0.09007920296954336,4.409294625509205,4.633509537820607,0.3117768876279662,0.06845953799850682,0.06839880198724207,-0.014582420486655685,0.9975514808266591,0.9976486353060675,0.004336399272572791,0.06839880198724207,-0.0033463623313617357,0.9998880711719176,-0.014582420486655685,-0.06845438138708407,0.014319244723490913,0.9975514808266591,0.021425283656708215,0.1003777321277277,0.17419177189678953,-2.6800786061164703,-1.59389026652943,0.00013350165605304737,-0.00033072668658499084,-0.000679489483331297,0.00016293018167081637,-0.00031726422629900725,-0.15960781774477048,0.6945839257879496,0.13159252583469414,0.6890296958014203,0.5,-0.4,-0.2463694298659162,3.9092946255092054,1.42106202529043,0.3117768876279662,0.06845953799850682,-1.0,False
1782605729.0160208,TRACKING,Tracking AprilTag,Walk,2,71.99478912353516,1.4208552794915266,-0.08961629657104052,4.412522922634397,4.636509392705255,0.31152081532254905,0.05567197004101106,0.0556430262515246,-0.0026150386103109043,0.9984473021660376,0.9984395074869973,0.0047332355418303225,0.0556430262515246,-0.004594830929497399,0.99998602445324,-0.0026150386103109043,-0.05565462620350293,0.0023552875641069653,0.9984473021660376,0.03294376994196272,0.15750240235394988,0.17318375552140525,-2.680759575351177,-1.595998848592306,0.0008368920769042773,-0.001323227582057967,-0.0027880715462071937,0.0009533884150605608,-0.0012419219429305696,-0.15887229053848095,0.6945703673945114,0.13134581991502536,0.6892603830392107,0.5,-0.4,-0.2525327487697886,3.9125229226343974,1.4208552794915266,0.31152081532254905,0.05567197004101106,-1.0,False
1782605729.0659204,TRACKING,Tracking AprilTag,Walk,2,71.6644287109375,1.4091797890551387,-0.09018641727457441,4.4117087612295025,4.632180421966686,0.3091750397464294,0.027927967554864756,0.027923594541090797,-0.00729312392536184,0.9995834548507264,0.9996016458341148,0.0041015257689993615,0.027923594541090797,-0.0038992885689186707,0.9999658023612935,-0.00729312392536184,-0.02795255255580967,0.00718133652606667,0.9995834548507264,0.06822696724426383,0.2697425076303888,0.1711685641289429,-2.682540992098207,-1.59905215545836,0.0026630269690969847,-0.0032979866383404505,-0.005841378412261289,0.002951004203355277,-0.003043025254017703,-0.15813948509106443,0.6938362279101584,0.12969757075203084,0.6904793496083411,0.5,-0.4,-0.2642935519943541,3.9117087612295025,1.4091797890551387,0.3091750397464294,0.027927967554864756,-1.0,False
1782605729.1157992,TRACKING,Tracking AprilTag,Walk,2,69.24110412597656,1.3851166381148297,-0.10071274363602341,4.409558432398551,4.62308303263638,0.30435719861825056,-0.001168902468073134,-0.0011686136198179543,-0.022219474072750645,0.9997524340126099,0.9999663077560823,0.008125127375962216,-0.0011686136198179543,-0.008149092104826321,0.9997199044081285,-0.022219474072750645,0.0009877502392264868,0.02222824858883331,0.9997524340126099,0.10963414870852409,0.3745275451874811,0.16825749650683608,-2.685318976753204,-1.6036667622608691,0.005505558329886375,-0.006146061234766428,-0.010455985214770314,0.006039992434474997,-0.005621719720580586,-0.1567349350514846,0.6934666402083208,0.1288424641330545,0.6913304553458589,0.5,-0.4,-0.2745059299904621,3.9095584323985513,1.3851166381148297,0.30435719861825056,-0.001168902468073134,-1.0,False
1782605729.1659338,TRACKING,Tracking AprilTag,Walk,2,64.31275939941406,1.3642582890311252,-0.10083540322230265,4.397210795151972,4.605087538227061,0.3008386393424428,-0.03643223164621608,-0.03640320374400251,-0.03392706051330699,0.9987611132408485,0.9993105405125656,0.007297285636214719,-0.03640320374400251,-0.008533756178498558,0.9993878774381908,-0.03392706051330699,0.036133345070305925,0.03421432524442285,0.9987611132408485,0.17370819109480154,0.5075037292155502,0.16595574661714552,-2.688133880285235,-1.6103727258490894,0.008371342915513879,-0.008384143708249038,-0.0171619488029906,0.009096846588413058,-0.007590825388360216,-0.15417531413484206,0.6942161611123094,0.12713665057120982,0.6914695700053942,0.5,-0.4,-0.2889708912313066,3.897210795151972,1.3642582890311252,0.3008386393424428,-0.03643223164621608,-1.0,False
1782605729.2159111,TRACKING,Tracking AprilTag,Walk,2,57.015525817871094,1.3367316761262915,-0.09747247915450713,4.38454035093269,4.584816958953638,0.29592219235490425,-0.07817909343832462,-0.07794307247857599,-0.06325601184332162,0.994949021014784,0.9969491536927209,0.004154804925272034,-0.07794307247857599,-0.00910445589928253,0.9979558035546743,-0.06325601184332162,0.07752092513731781,0.063772656739212,0.994949021014784,0.2561469357293912,0.6582728180525066,0.163566711001827,-2.692157220760734,-1.6186612390909316,0.012447217191113854,-0.010682405800037398,-0.02545046204483281,0.013364263893957893,-0.009510176657249134,-0.15137084471983098,0.6949020431997079,0.1250030201557314,0.6917891750220018,0.5,-0.4,-0.3054195198385761,3.8845403509326903,1.3367316761262915,0.29592219235490425,-0.07817909343832462,-1.0,False
