stamp_sec,state,message,requested_mode,tag_id,tag_margin,tag_x_camera_m,tag_y_camera_m,tag_z_camera_m,tag_range_m,tag_bearing_rad,tag_face_yaw_error_rad,tag_face_normal_x_camera,tag_face_normal_y_camera,tag_face_normal_z_camera,tag_pose_rel_x_m,tag_pose_rel_y_m,odom_x,odom_y,odom_yaw,odom_rel_x,odom_rel_y,odom_rel_yaw,odom_tagframe_rel_x_m,odom_tagframe_rel_y_m,imu_x,imu_y,imu_z,imu_w,cmd_heading,cmd_lateral,cmd_turning,range_error_m,lateral_error_m,yaw_error_rad,cmd_face_yaw_error_rad,cmd_face_blend,target_reached
1782600834.3338275,TRACKING,Tracking AprilTag,Walk,4,77.12995147705078,-0.9328728599165554,-0.06549972634470824,1.9592388483538368,2.170981080483889,-0.44437842699314656,-0.026353276863717884,-0.026348189938125714,-0.012432938350641513,0.9995755073684797,-0.009700343543217523,0.020589330336810572,0.017625952632185495,0.97042041265433,-1.0542163779491516,-2.0961907198844162e-07,2.5015901695535887e-06,1.4249863973470056e-05,8.862280315972275e-07,2.348721653955562e-06,-0.014770947642409474,0.708517191045823,-0.004211551187298569,0.7055263793331038,0.18,0.12,0.16,1.4592388483538368,-0.9328728599165554,-0.44437842699314656,-0.026353276863717884,-1.0,False
1782600834.3838391,TRACKING,Tracking AprilTag,Walk,4,77.52197265625,-0.9328235484364253,-0.06550067989416815,1.959174960897868,2.1709022638049102,-0.44437056620063475,-0.026780516682787886,-0.026775641010960267,-0.011183696731929711,0.99957890632799,-0.009564681579560728,0.021493915932157798,0.017632047792552348,0.9704261003546205,-1.0542139814107583,-2.1448104678851293e-06,1.0610594347239685e-05,1.664640236676007e-05,2.6252394527317884e-06,1.0502049426690243e-05,-0.014770947642409474,0.708517191045823,-0.004211551187298569,0.7055263793331038,0.18,0.12,0.16,1.459174960897868,-0.9328235484364253,-0.44437056620063475,-0.026780516682787886,-1.0,False
1782600834.433841,TRACKING,Tracking AprilTag,Walk,4,76.96865844726562,-0.9328093856446614,-0.06546970246807782,1.959246937830011,2.1709602012207188,-0.44435041412275006,-0.025899341653146956,-0.025895333452889687,-0.009270636189531873,0.9996216719389416,-0.009557854881396426,0.019573235081114873,0.0176402751232894,0.9704389064765492,-1.0542315350885225,-9.216543113797943e-06,2.4089330463560904e-05,-9.072753974770363e-07,2.035200102052734e-06,2.571183520668535e-05,-0.014770308875694447,0.7085475856939538,-0.00421136905959883,0.7054958689840996,0.18,0.12,0.16,1.459246937830011,-0.9328093856446614,-0.44435041412275006,-0.025899341653146956,-1.0,False
1782600834.4838545,TRACKING,Tracking AprilTag,Walk,4,76.65397644042969,-0.9329347050583221,-0.06547956762499284,1.9594611892627858,2.171207703078115,-0.4443601131756533,-0.026430141861020842,-0.026425749818883317,-0.00997584336526525,0.9996010015479484,-0.009833669773183722,0.020712004529735786,0.017640777853700187,0.9704501416265193,-1.0542462141423075,-1.8737439300578675e-05,3.0075470164414856e-05,-1.5586329182415426e-05,-3.987331344714379e-06,3.5209753278046935e-05,-0.014770308875694447,0.7085475856939538,-0.00421136905959883,0.7054958689840996,0.18,0.12,0.16,1.4594611892627858,-0.9329347050583221,-0.4443601131756533,-0.026430141861020842,-1.0,False
1782600834.5339193,TRACKING,Tracking AprilTag,Walk,4,76.69880676269531,-0.9329757219085418,-0.06542996710109782,1.9594943815335335,2.1712537874525633,-0.4443706025894175,-0.026660622632148856,-0.026654871542028682,-0.013947112506071254,0.9995473955124994,-0.010035560712285414,0.02129592653216327,0.01768372275995426,0.9704694676077127,-1.054157297137901,-1.4331421622391668e-05,7.696198774118754e-05,7.333067522408143e-05,2.014821167366162e-05,7.56477809928803e-05,-0.014770308875694447,0.7085475856939538,-0.00421136905959883,0.7054958689840996,0.18,0.12,0.16,1.4594943815335335,-0.9329757219085418,-0.4443706025894175,-0.026660622632148856,-1.0,False
1782600834.5839233,TRACKING,Tracking AprilTag,Walk,4,76.94219970703125,-0.9335222087946815,-0.06533537377682537,1.9600362169538186,2.1719747689948186,-0.4444905861761071,-0.017152842006677823,-0.01714872174229823,-0.019553209545646436,0.999661739459438,-0.01103881929127772,0.0005307087561263199,0.018144216757241694,0.9704872310401982,-1.0529313088314125,0.0001976594496416119,0.0004861442595616482,0.0012993189817125383,0.0003874637121266263,0.0003539454349506756,-0.015014404879153658,0.708728737628993,-0.003845152469051547,0.7053108243231694,0.18,0.12,0.16,1.4600362169538186,-0.9335222087946815,-0.4444905861761071,-0.017152842006677823,-1.0,False
1782600834.633915,TRACKING,Tracking AprilTag,Walk,4,76.76622772216797,-0.9293230946136258,-0.06273587772230602,1.959993281468675,2.170057802902535,-0.44275136854560204,-0.004555989397502349,-0.004555680583472611,-0.011342014042830608,0.9999252994558512,-0.008689530173338502,-0.023065139790052626,0.019582950768723243,0.9702980757667837,-1.0481376717374908,0.001072720048913226,0.0016437297729716468,0.006092956075634204,0.0016751969207910223,0.0010228837404446767,-0.016296527352439246,0.709112564721495,-0.002868677099493051,0.7049011025967074,0.18,0.12,0.16,1.459993281468675,-0.9293230946136258,-0.44275136854560204,-0.004555989397502349,-1.0,False
1782600834.6840045,TRACKING,Tracking AprilTag,Walk,4,77.3747787475586,-0.9267066260715863,-0.058425854477119156,1.9708583630356904,2.1786421088430483,-0.43952843785206275,0.014946785708339624,0.014939170657874758,-0.030729449961464775,0.9994160905674476,-0.017103431011219736,-0.05839262497356561,0.021927555065892307,0.9694119001774649,-1.0390803952732788,0.003001260588761329,0.003244731918994743,0.015150232539846265,0.004104716009912496,0.0016392549605730481,-0.020324364541141757,0.7087893255744121,-0.0003662047665070587,0.7051272779093415,0.18,0.12,0.16,1.4708583630356904,-0.9267066260715863,-0.43952843785206275,0.014946785708339624,-1.0,False
1782600834.7339246,TRACKING,Tracking AprilTag,Walk,4,78.03926086425781,-0.8941994060163156,-0.05041988781230551,1.969278176465517,2.1633749742266803,-0.4262372817695986,0.07657144227200893,0.0764582739399143,-0.03166693410872546,0.9965697856298287,0.0035112201016415656,-0.16241886288282198,0.02489426250431713,0.9680914522027058,-1.0307401084679855,0.0056146646567914165,0.005172179728003989,0.02349051934513957,0.007292921287991909,0.0022559258485492194,-0.02276645859457234,0.7081406236306388,0.002685587609011214,0.7056991803497195,0.18,0.12,0.16,1.469278176465517,-0.8941994060163156,-0.4262372817695986,0.07657144227200893,-1.0,False
1782600834.7839155,TRACKING,Tracking AprilTag,Walk,4,78.33282470703125,-0.8809062231254748,-0.051661418549611565,1.9755474675876212,2.1636664421300273,-0.419443193212733,0.06478838060320438,0.06472543048787512,-0.02333828643097101,0.9976301634546868,0.0005855085915188324,-0.12243641079018917,0.028615794296916804,0.9666346779286785,-1.0219901138426999,0.008719412615273453,0.007688631651466736,0.03224051397042516,0.011177969736884938,0.0031931497911326396,-0.02618421644696175,0.707828340641994,0.0057983696094670535,0.7058752056156471,0.18,0.12,0.16,1.4755474675876212,-0.8809062231254748,-0.419443193212733,0.06478838060320438,-1.0,False
