frame_index,stamp_sec
0,1782755455.6383817
1,1782755455.6994648
2,1782755455.75203
3,1782755455.7860458
4,1782755455.820649
5,1782755455.855476
6,1782755455.8939633
7,1782755455.9273913
8,1782755455.9615908
9,1782755455.9921987
10,1782755456.0520627
11,1782755456.0852876
12,1782755456.1210008
13,1782755456.1545022
14,1782755456.1970634
15,1782755456.2370374
16,1782755456.2854195
17,1782755456.319511
18,1782755456.3528094
19,1782755456.3904192
20,1782755456.430645
21,1782755456.4633586
22,1782755456.495251
23,1782755456.55134
24,1782755456.584943
25,1782755456.6187413
26,1782755456.6547463
27,1782755456.6879451
28,1782755456.7270246
29,1782755456.763152
30,1782755456.7982326
31,1782755456.8522735
32,1782755456.8851774
33,1782755456.9178312
34,1782755456.9547818
35,1782755456.9937153
36,1782755457.0305934
37,1782755457.085691
38,1782755457.1187289
39,1782755457.1521513
40,1782755457.1886888
41,1782755457.2192783
42,1782755457.2649815
43,1782755457.3040006
44,1782755457.3518348
45,1782755457.385591
46,1782755457.4191582
47,1782755457.4519038
48,1782755457.4960818
49,1782755457.5256183
50,1782755457.561014
51,1782755457.5946238
52,1782755457.6520333
53,1782755457.6847768
54,1782755457.7185347
55,1782755457.7576256
56,1782755457.7886772
57,1782755457.8277385
58,1782755457.8595796
59,1782755457.9181845
60,1782755457.9514563
61,1782755457.9848778
62,1782755458.0186794
63,1782755458.0537677
64,1782755458.0937803
65,1782755458.130052
66,1782755458.1848543
67,1782755458.2183175
68,1782755458.2517514
69,1782755458.285123
70,1782755458.3344214
71,1782755458.4073398
72,1782755458.4516847
73,1782755458.4852772
74,1782755458.5183592
75,1782755458.5530362
76,1782755458.6036217
77,1782755458.657292
78,1782755458.6921864
79,1782755458.752226
80,1782755458.786243
81,1782755458.8190136
82,1782755458.8547323
83,1782755458.8868477
84,1782755458.9209557
85,1782755458.9611897
86,1782755458.9949303
87,1782755459.0232627
88,1782755459.052581
89,1782755459.0854912
90,1782755459.119232
91,1782755459.1572626
92,1782755459.1904843
93,1782755459.2221282
94,1782755459.2551377
95,1782755459.2972748
96,1782755459.3347185
97,1782755459.3856678
98,1782755459.4188778
99,1782755459.451451
100,1782755459.4908931
101,1782755459.5377748
102,1782755459.5977492
103,1782755459.6522846
104,1782755459.685864
105,1782755459.7182324
106,1782755459.754805
107,1782755459.7935236
108,1782755459.8453608
109,1782755459.8856704
110,1782755459.918679
111,1782755459.9516325
112,1782755459.9858105
113,1782755460.0194454
114,1782755460.0540807
115,1782755460.0891151
116,1782755460.1278093
